#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
2371.6	-54.6	-428.9	1.24065503397694
2372.15	-54.5	-427.3	1.23793280964305
2372.7	-55.0	-431.3	1.23542480132986
2373.25	-55.0	-431.7	1.23307177985841
2373.8	-55.1	-432.1	1.23152126047956
2374.35	-54.8	-430.4	1.22967014617767
2374.9	-55.1	-432.2	1.22830166629131
2375.45	-55.2	-433.48	1.22739637600115
2376	-55.3	-433.8	1.2267553143152
2376.55	-55.6	-436.67	1.22683971563834
2377.1	-55.5	-435.82	1.2272417564775
2377.65	-55.3	-434.29	1.22695803147292
2378.2	-54.9	-430.87	1.2266
2378.75	-55.6	-436.15	1.22701154641406
2379.3	-55.9	-439	1.22791777111588
2379.85	-56.0	-439.6	1.22866193365991
2380.4	-56.1	-440.5	1.22918969258431
2380.95	-55.6	-436.6	1.23056517361803
2381.5	-55.8	-437.9	1.23133613868243
2382.05	-55.8	-437.7	1.23054936801886
2382.6	-55.8	-438.2	1.22916806664505
2383.15	-55.8	-438.3	1.22771774963131
2383.7	-56.1	-440.3	1.22683717574465
2384.25	-55.9	-438.9	1.22773342264126
2384.8	-56.1	-440.7	1.23028820256473
2385.35	-56.3	-441.8	1.23366946618728
2385.9	-55.8	-438.1	1.23614525592595
2386.45	-56.4	-442.6	1.237905194458
2387	-55.8	-438.3	1.2387
2387.55	-55.7	-437.5	1.23801067860919
2388.1	-56.2	-441	1.23691094266025
2388.65	-56.6	-444.5	1.23580265686615
2389.2	-56.3	-442.2	1.23512859286559
2389.75	-56.3	-441.8	1.23463085161506
2390.3	-56.5	-443.5	1.23447908447624
2390.85	-56.5	-443.4	1.2356704752087
2391.4	-56.4	-442.8	1.23764158298232
2391.95	-56.5	-443.8	1.24120161224034
2392.5	-56.3	-441.9	1.24667539918619
2393.05	-56.5	-443.5	1.25261438497995
2393.6	-56.5	-443.5	1.25912153303303
2394.15	-56.2	-441.6	1.26480948839759
2394.7	-56.4	-442.8	1.2681530940081
2395.25	-56.3	-442.1	1.26869336484021
2395.8	-56.4	-442.5	1.26657545913886
2396.35	-56.3	-442.2	1.26302855757579
2396.9	-56.0	-439.3	1.25783579176069
2397.45	-56.3	-441.8	1.25089521748748
2398	-56.0	-439.5	1.24240061696481
2398.55	-56.3	-441.8	1.23333483202467
2399.1	-56.3	-442.3	1.22399363671803
2399.65	-55.8	-437.9	1.21486751438721
2400.2	-55.5	-435.6	1.20692178152855
2400.75	-55.7	-437.3	1.2001342996791
2401.3	-56.0	-439.9	1.19375381839737
2401.85	-56.4	-442.5	1.18794958834775
2402.4	-55.9	-438.9	1.18197616354609
2402.95	-56.3	-442.4	1.17682858965465
2403.5	-56.7	-445.1	1.17202104759103
2404.05	-55.8	-438.2	1.16846827581763
2404.6	-55.5	-435.5	1.16621005817156
2405.15	-55.5	-435.5	1.16352836730406
2405.7	-55.9	-438.7	1.16163684806694
2406.25	-56.0	-439.7	1.15986591376368
2406.8	-56.7	-445.2	1.15819315042741
2407.35	-55.6	-436.8	1.1546698103545
2407.9	-55.8	-437.9	1.15014164846779
2408.45	-56.2	-441.1	1.14535811764807
2409	-55.9	-438.5	1.14055189738759
2409.55	-55.8	-438.1	1.13586138301628
2410.1	-55.3	-433.9	1.13137007668597
2410.65	-54.9	-430.8	1.12777269931086
2411.2	-54.7	-429.2	1.12429181410476
2411.75	-54.0	-423.4	1.12104850358228
2412.3	-54.8	-429.8	1.11775527701241
2412.85	-55.1	-432.9	1.11405407028519
2413.4	-54.9	-430.7	1.10926159195362
2413.95	-55.2	-433.45	1.10438714768627
2414.5	-55.7	-437.3	1.09801064306943
2415.05	-55.4	-434.7	1.09052748284027
2415.6	-55.0	-431.8	1.08148533687075
2416.15	-54.9	-430.9	1.07125991338077
2416.7	-54.9	-431	1.05988949611907
2417.25	-54.6	-428.9	1.04724344240469
2417.8	-54.8	-429.9	1.03423052158018
2418.35	-54.5	-427.7	1.02013319439066
2418.9	-54.6	-428.5	1.0056985663151
2419.45	-54.3	-426.3	0.9909595726259
2420	-54.4	-426.5	0.97689141259613
2420.55	-54.2	-425.7	0.96284359488911
2421.1	-54.1	-424.6	0.94935127011859
2421.65	-54.5	-427.9	0.93654509395697
2422.2	-54.3	-426.4	0.92282415989589
2422.75	-54.1	-424.7	0.90885092315236
2423.3	-54.1	-424.5	0.8948698925197
2423.85	-54.2	-425.5	0.88012286694855
2424.4	-54.1	-424.8	0.86508855201871
2424.95	-54.1	-424.75	0.85007261798309
2425.5	-54.8	-430.2	0.83432561116006
2426.05	-53.8	-422.1	0.81666479436488
2426.6	-54.0	-423.7	0.79994529487209
2427.15	-53.9	-422.5	0.78234061773987
2427.7	-54.2	-425	0.76511370447909
2428.25	-53.7	-421.3	0.74679722997942
2428.8	-53.8	-421.7	0.72904338778843
2429.35	-53.6	-420.2	0.71076127521331
2429.9	-53.8	-421.8	0.69320887511879
2430.45	-54.0	-423.8	0.67717253516737
2431	-53.5	-419.5	0.6637469263417
2431.55	-54.0	-423.4	0.65308180617383
2432.1	-53.8	-422.1	0.6441886642265
2432.65	-53.5	-419.9	0.63710588158953
2433.2	-53.5	-419.3	0.63125513096063
2433.75	-53.5	-420	0.62777717018848
2434.3	-53.2	-417.2	0.62560364380796
2434.85	-53.3	-417.9	0.62434547359906
2435.4	-53.5	-419.7	0.62358801312463
2435.95	-53.3	-418.4	0.6233
2436.5	-53.6	-420.5	0.62390643615746
2437.05	-53.3	-418.2	0.62624552355663
2437.6	-53.5	-419.9	0.62932962388634
2438.15	-53.6	-420.8	0.63365700533242
2438.7	-53.5	-419.5	0.63942220962442
2439.25	-53.4	-419.2	0.64575323158817
2439.8	-53.5	-419.3	0.65416773207286
2440.35	-52.9	-415.1	0.6632026974443
2440.9	-52.7	-413.6	0.67235062641508
2441.45	-52.6	-412.1	0.68201262323421
2442	-52.6	-412.1	0.69175268017867
2442.55	-52.9	-415	0.70211621719299
2443.1	-53.1	-416.4	0.71431945523096
2443.65	-53.0	-415.3	0.72792200456979
2444.2	-53.4	-418.7	0.74202635971437
2444.75	-53.5	-419.6	0.75674863559738
2445.3	-53.6	-420.7	0.77079496168062
2445.85	-53.9	-423.2	0.78456874518723
2446.4	-54.5	-427.4	0.79741420921311
2446.95	-53.7	-421.2	0.80954448849153
2447.5	-53.9	-423.1	0.81973046252871
2448.05	-54.3	-425.8	0.82900530564136
2448.6	-54.7	-429	0.83922464507678
2449.15	-54.4	-426.5	0.85002624621076
2449.7	-54.4	-427.25	0.8609008547129
2450.25	-54.2	-425.6	0.87192381344006
2450.8	-54.9	-430.7	0.88178989930941
2451.35	-55.1	-432.4	0.89248934303145
2451.9	-55.5	-435.4	0.90300799184671
2452.45	-55.3	-434.3	0.91463479036606
2453	-55.0	-431.7	0.92725998637081
2453.55	-54.4	-427.2	0.94110761932852
2454.1	-55.3	-434.1	0.95548066202827
2454.65	-55.4	-434.7	0.97086121984974
2455.2	-55.7	-437.4	0.98482647042773
2455.75	-55.4	-434.7	0.99785173952819
2456.3	-55.1	-432.3	1.00992185055867
2456.85	-55.1	-432.2	1.0216188351116
2457.4	-54.7	-429.1	1.03277969842636
2457.95	-54.3	-426	1.04163353871201
2458.5	-53.4	-418.5	1.04761998082639
2459.05	-53.9	-422.9	1.05066270599408
2459.6	-54.1	-424.16	1.05216348988751
2460.15	-54.4	-427.2	1.05286905781817
2460.7	-54.9	-430.78	1.05420204555595
2461.25	-55.0	-431.4	1.05683824284582
2461.8	-55.2	-433.4	1.0607799369565
2462.35	-55.7	-437.4	1.06482033298635
2462.9	-55.2	-433.3	1.06714912136523
2463.45	-55.6	-436.1	1.06477707058577
2464	-55.4	-434.9	1.05854544989787
2464.55	-55.1	-432.2	1.05033731356046
2465.1	-55.1	-432.79	1.04243080322052
2465.65	-54.7	-429.4	1.03411331613722
2466.2	-54.6	-428.6	1.02636406878304
2466.75	-54.5	-427.6	1.01803950760575
2467.3	-54.7	-429.2	1.01030546326698
2467.85	-54.6	-428.9	1.00087919104036
2468.4	-54.2	-425.4	0.99122390518491
2468.95	-54.1	-424.7	0.98186985697207
2469.5	-53.9	-422.9	0.97281573358531
2470.05	-53.4	-418.9	0.96392446332025
2470.6	-54.2	-425.1	0.95393620830779
2471.15	-54.5	-427.4	0.94218316595957
2471.7	-54.7	-429	0.92902919869058
2472.25	-55.1	-432.5	0.91600104645206
2472.8	-55.5	-435.9	0.90266444086293
2473.35	-55.1	-432.1	0.89049788479185
2473.9	-55.1	-432.2	0.87941668870871
2474.45	-55.0	-431.9	0.86840691676877
2475	-54.2	-425.5	0.85591665653598
2475.55	-54.5	-427.3	0.84404138817588
2476.1	-54.6	-428.3	0.83240081217512
2476.65	-54.4	-426.7	0.82362177506492
2477.2	-54.1	-424.1	0.81798283254692
2477.75	-53.7	-421.5	0.81608189255664
2478.3	-54.2	-425	0.81630806335164
2478.85	-53.3	-418.45	0.81877923570039
2479.4	-53.9	-422.7	0.82163740417721
2479.95	-53.6	-420.8	0.82506421939755
2480.5	-53.9	-422.6	0.82824865002515
2481.05	-53.7	-421.5	0.83098620241718
2481.6	-53.5	-419.39	0.83261543401666
2482.15	-53.8	-422	0.83360388638929
2482.7	-53.3	-418.4	0.83387482817616
2483.25	-52.8	-414.1	0.83361165318174
2483.8	-53.0	-415.9	0.83284404698499
2484.35	-53.3	-417.9	0.8325
2484.9	-53.9	-423.1	0.83261072752936
2485.45	-53.8	-422.3	0.8328
2486	-54.0	-423.5	0.83225856614731
2486.55	-53.7	-421.1	0.83052654905946
2487.1	-54.2	-425.65	0.8273413760151
2487.65	-54.9	-430.9	0.82205642343615
2488.2	-55.6	-436.6	0.81429636016884
2488.75	-55.2	-433.1	0.80370212910347
2489.3	-55.0	-432	0.792684049597
2489.85	-54.9	-430.7	0.78034897667497
2490.4	-54.8	-429.7	0.76577543372899
2490.95	-54.5	-427.6	0.74856449156715
2491.5	-54.1	-424.7	0.73157764297498
2492.05	-54.6	-428.3	0.71534162701048
2492.6	-54.3	-426.2	0.69782530885591
2493.15	-54.0	-423.7	0.68058626436954
2493.7	-54.3	-426	0.66340749880798
2494.25	-54.4	-426.9	0.64607709811533
2494.8	-54.8	-430.1	0.62824329027705
2495.35	-54.1	-424.6	0.61115446891562
2495.9	-54.4	-426.7	0.59765589904676
2496.45	-54.1	-424.5	0.58814734190371
2497	-54.5	-428	0.5815176123718
2497.55	-54.0	-423.5	0.57647361043645
2498.1	-54.0	-423.47	0.57169362302724
2498.65	-54.1	-424.88	0.56629259221208
2499.2	-54.2	-425.5	0.56002847408287
2499.75	-54.1	-424.5	0.55286399705699
2500.3	-53.8	-422.11	0.54552295081465
2500.85	-54.0	-423.3	0.53772512959422
2501.4	-53.5	-419.3	0.53071307666027
2501.95	-53.7	-421.3	0.52407752972015
2502.5	-54.0	-423.5	0.51760577166174
2503.05	-53.2	-417.2	0.51132774682538
2503.6	-53.2	-417.1	0.50582083036193
2504.15	-53.5	-419.4	0.50120803302969
2504.7	-52.7	-413.6	0.49733036296366
2505.25	-53.1	-416.5	0.49473117605199
2505.8	-52.3	-410.2	0.49270684686809
2506.35	-53.0	-416	0.49113887727759
2506.9	-52.8	-414	0.48939710295673
2507.45	-52.6	-412.6	0.48771894255339
2508	-53.0	-415.4	0.48603632931116
2508.55	-52.6	-412.8	0.48461981272305
2509.1	-52.4	-410.5	0.48357202847871
2509.65	-52.1	-408.5	0.48282539414188
2510.2	-53.0	-415.3	0.4825
2510.75	-53.1	-416.7	0.4825
2511.3	-52.0	-407.3	0.48279964685529
2511.85	-52.2	-409.3	0.48385576980905
2512.4	-51.8	-406	0.48556854228328
2512.95	-51.5	-403.4	0.48757717705968
2513.5	-51.2	-401.4	0.48982574127948
2514.05	-52.3	-410	0.4923836075587
2514.6	-52.5	-411.9	0.49532555067324
2515.15	-52.5	-411.7	0.49804713393779
2515.7	-52.6	-412.8	0.50075439593923
2516.25	-52.7	-413.4	0.50358714697885
2516.8	-53.0	-415.7	0.50629483431303
2517.35	-52.9	-415	0.509152160903
2517.9	-53.1	-416.4	0.51201387520437
2518.45	-52.8	-414.3	0.51481708243047
2519	-53.1	-416.3	0.51697387138369
2519.55	-53.6	-420.1	0.51916897743554
2520.1	-53.7	-421.4	0.52124699387547
2520.65	-54.4	-426.9	0.5231226112687
2521.2	-53.9	-422.6	0.52513721956845
2521.75	-53.8	-421.8	0.52679615760492
2522.3	-53.8	-421.7	0.52821854987708
2522.85	-53.8	-422.3	0.52857942805912
2523.4	-53.8	-422.2	0.52795805589749
2523.95	-53.5	-420	0.52618761372431
2524.5	-53.4	-418.8	0.5228763728332
2525.05	-53.7	-421.5	0.51803795758431
2525.6	-53.1	-416.5	0.51154391719531
2526.15	-52.9	-415.1	0.50408857821612
2526.7	-52.8	-414.2	0.49551855709003
2527.25	-52.9	-414.9	0.48612318199912
2527.8	-52.2	-409	0.47612583894396
2528.35	-52.8	-414	0.46632232913852
2528.9	-52.4	-410.9	0.45560745218455
2529.45	-52.5	-411.4	0.44544906623868
2530	-52.3	-410.3	0.43519126657695
2530.55	-52.1	-408.5	0.42487751601716
2531.1	-52.1	-408.5	0.41513476370927
2531.65	-51.7	-405.1	0.40563585521391
2532.2	-51.8	-406.2	0.39691287041788
2532.75	-52.1	-408.4	0.38830445633211
2533.3	-51.6	-404.4	0.38008583476868
2533.85	-51.5	-404	0.37279624427721
2534.4	-51.4	-402.8	0.3662946279167
2534.95	-51.3	-401.8	0.36045498980461
2535.5	-51.8	-405.7	0.35549850070074
2536.05	-51.0	-399.9	0.35098588270258
2536.6	-51.3	-402.4	0.34717808428773
2537.15	-51.0	-399.4	0.3433658272516
2537.7	-50.6	-396.6	0.33955918999065
2538.25	-50.6	-396.9	0.33562865822328
2538.8	-50.9	-398.8	0.33097641899991
2539.35	-51.1	-400.8	0.32552346020277
2539.9	-50.8	-398.4	0.31920272237079
2540.45	-50.9	-398.9	0.31216072432069
2541	-50.8	-397.9	0.30423225502268
2541.55	-50.6	-396.3	0.29580304003554
2542.1	-51.1	-400.8	0.2870220039535
2542.65	-50.4	-394.8	0.27736420849845
2543.2	-50.1	-392.3	0.26832065919553
2543.75	-50.2	-393.1	0.2595483785703
2544.3	-49.7	-389.5	0.25069040181914
2544.85	-50.3	-394	0.24208253663006
2545.4	-50.3	-393.9	0.2328264194411
2545.95	-50.5	-395.5	0.22330570353686
2546.5	-50.3	-393.9	0.21315283979526
2547.05	-50.2	-393.6	0.20281638409771
2547.6	-50.4	-394.7	0.19202276427974
2548.15	-50.6	-396.3	0.1807583349472
2548.7	-50.2	-393	0.16908412902124
2549.25	-50.4	-394.8	0.15779426135654
2549.8	-50.3	-394.4	0.14632370580624
2550.35	-50.4	-394.6	0.13526137202377
2550.9	-49.9	-390.8	0.12452324387437
2551.45	-49.8	-389.8	0.11465646369918
2552	-50.2	-393.5	0.10521317047443
2552.55	-50.1	-392.1	0.09574843178543
2553.1	-50.1	-392.6	0.08709704821845
2553.65	-50.0	-392	0.07888748239209
2554.2	-50.1	-392.8	0.07135990308387
2554.75	-49.6	-388.5	0.06421625136655
2555.3	-49.6	-388.4	0.05793252260821
2555.85	-49.8	-389.9	0.05230775734486
2556.4	-49.9	-390.5	0.04713707335013
2556.95	-50.3	-394	0.04252267777017
2557.5	-50.4	-395.2	0.03852882802225
2558.05	-50.0	-391.6	0.03536037097115
2558.6	-50.5	-395.7	0.0331956495427
2559.15	-50.0	-391.5	0.0317502056074
2559.7	-50.2	-393.2	0.03090041991508
2560.25	-50.2	-393.2	0.03050653758579
2560.8	-50.0	-391.3	0.03011022325231
2561.35	-49.8	-390.3	0.02953366153433
2561.9	-49.8	-390	0.02850625350106
2562.45	-49.8	-389.8	0.02661044592483
2563	-50.4	-394.7	0.02398242760569
2563.55	-49.9	-391.2	0.02024949813158
2564.1	-50.2	-393.4	0.01605350726344
2564.65	-50.2	-393.1	0.01129142473241
2565.2	-50.7	-397.2	0.00637411165619
2565.75	-50.5	-395.6	0.0015663785525
2566.3	-50.5	-395.6	-0.00257503490034
2566.85	-50.3	-394.4	-0.00591425592678
2567.4	-50.2	-393	-0.00842177895232
2567.95	-49.6	-388.2	-0.00995989386351
2568.5	-49.6	-388.1	-0.0107387377566
2569.05	-49.6	-388.8	-0.01084421399092
2569.6	-48.9	-383.1	-0.0101669775724
2570.15	-48.9	-382.7	-0.00890695236883
2570.7	-48.7	-381.4	-0.00716209042356
2571.25	-48.5	-379.4	-0.00489550358894
2571.8	-48.1	-376.5	-0.00203213513082
2572.35	-47.7	-373.3	0.00121724368961
2572.9	-48.2	-377.6	0.00489393638616
2573.45	-48.2	-377.4	0.00946919462648
2574	-47.7	-373.3	0.01433509974401
2574.55	-47.7	-373.1	0.01957192478044
2575.1	-47.4	-371.2	0.02494929368734
2575.65	-47.2	-369.4	0.03056649016414
2576.2	-47.5	-371.7	0.03608811936098
2576.75	-47.6	-372.2	0.04176510870295
2577.3	-47.4	-371.28	0.04739124008683
2577.85	-47.8	-373.82	0.05265962642772
2578.4	-47.7	-372.99	0.05793531457044
2578.95	-47.1	-368.6	0.06270363388319
2579.5	-47.1	-368.9	0.06694699096104
2580.05	-47.7	-373.1	0.07122081580933
2580.6	-47.5	-371.77	0.07586262803154
2581.15	-47.8	-374	0.07997535018915
2581.7	-47.6	-372.77	0.08357043169726
2582.25	-47.7	-372.97	0.08672294783567
2582.8	-48.2	-377.43	0.08953643165367
2583.35	-48.5	-379.94	0.09285877443344
2583.9	-48.5	-379.71	0.09663561918769
2584.45	-48.7	-381.1	0.1007927021114
2585	-48.8	-382.2	0.10581669924576
2585.55	-49.3	-385.8	0.11203430163119
2586.1	-49.0	-384	0.12058268655906
2586.65	-49.7	-389.1	0.13132715612496
2587.2	-50.1	-392.3	0.14549517259514
2587.75	-50.1	-392.4	0.16385164669768
2588.3	-50.3	-394	0.18554118827831
2588.85	-50.7	-397.1	0.21076872525807
2589.4	-51.0	-399.6	0.23910900753465
2589.95	-51.1	-400.8	0.27085393968253
2590.5	-51.1	-400.8	0.30603244120551
2591.05	-51.5	-403.6	0.34259219009879
2591.6	-51.7	-405.2	0.38118391332177
2592.15	-51.6	-404.1	0.4217206224385
2592.7	-51.8	-406.3	0.46304315403163
2593.25	-51.8	-406.1	0.50661437472237
2593.8	-52.0	-408	0.55195224917437
2594.35	-52.4	-410.8	0.59878939258447
2594.9	-52.5	-411.5	0.64571513214224
2595.45	-52.8	-414.3	0.69160337727936
2596	-53.2	-417	0.73781334705181
2596.55	-53.6	-420.6	0.78597251520922
2597.1	-53.5	-419.4	0.83856511251836
2597.65	-53.8	-422	0.88943967743254
2598.2	-54.0	-423.5	0.93964916242929
2598.75	-54.2	-425.5	0.98323464707907
2599.3	-54.5	-427.9	1.02420208405692
2599.85	-54.6	-428.7	1.06430364612371
2600.4	-55.1	-432.4	1.10594769194397
2600.95	-55.6	-436.5	1.15092609606408
2601.5	-56.2	-441.3	1.20474965062777
2602.05	-56.5	-443.6	1.26413829607428
2602.6	-56.1	-440.2	1.32695341683755
2603.15	-56.2	-441.6	1.39169224957568
2603.7	-56.6	-444.3	1.44722100220406
2604.25	-56.1	-440.2	1.49236811952639
2604.8	-56.2	-441.2	1.52685884658141
2605.35	-55.6	-436.3	1.55098219707122
2605.9	-56.1	-440.6	1.5669070868637
2606.45	-55.8	-438.2	1.57749054160042
2607	-56.0	-439.62	1.58046630944155
2607.55	-56.0	-439.6	1.5787143615285
2608.1	-55.8	-437.8	1.57134316364852
2608.65	-55.9	-438.8	1.56066938647378
2609.2	-55.6	-436.4	1.54603670000456
2609.75	-55.7	-437.3	1.52389484453075
2610.3	-56.1	-440.1	1.4977459181906
2610.85	-55.4	-434.8	1.46812233487073
2611.4	-55.7	-437.6	1.43977407685944
2611.95	-55.8	-437.8	1.41206605987833
2612.5	-55.0	-431.4	1.38889151309403
2613.05	-55.5	-435.7	1.37066526211835
2613.6	-56.0	-439.4	1.35593617707413
2614.15	-55.9	-438.6	1.34929159078366
2614.7	-55.4	-434.9	1.34882135182945
2615.25	-54.3	-425.9	1.35391031473114
2615.8	-55.2	-433.2	1.36085850774339
2616.35	-54.8	-430	1.37340708880114
2616.9	-54.9	-430.5	1.38379256876624
2617.45	-54.9	-431	1.38969727490428
2618	-55.5	-435.5	1.39020594279065
2618.55	-55.1	-432.5	1.38628756304419
2619.1	-55.3	-433.9	1.37908339573395
2619.65	-55.3	-434.3	1.3648161671581
2620.2	-55.3	-434.2	1.34442470855521
2620.75	-55.2	-433.3	1.31940763739515
2621.3	-55.3	-434.2	1.29322543074061
2621.85	-55.4	-434.9	1.27359268377037
2622.4	-55.1	-432.8	1.26000436005265
2622.95	-55.1	-432.6	1.24999473265826
2623.5	-55.0	-431.4	1.24589329848169
2624.05	-55.4	-434.7	1.24833587169512
2624.6	-55.1	-432.3	1.25490080191571
2625.15	-55.5	-436	1.26242113147507
2625.7	-55.9	-438.6	1.27116302258361
2626.25	-56.0	-439.9	1.28245677516592
2626.8	-56.2	-441.2	1.29610965318621
2627.35	-56.1	-440.4	1.30640584678809
2627.9	-56.1	-440.4	1.30772732137637
2628.45	-55.8	-438.3	1.30441203743089
2629	-55.9	-438.6	1.30448610629273
2629.55	-56.0	-439.9	1.30822759939326
2630.1	-56.0	-439.5	1.31124198399744
2630.65	-56.2	-441	1.31022079260065
2631.2	-56.2	-441.3	1.30716307607343
2631.75	-56.1	-440.2	1.30186069739172
2632.3	-55.8	-437.9	1.29364807106781
2632.85	-55.9	-438.6	1.28621781047234
2633.4	-56.0	-439.7	1.28340702864273
2633.95	-55.4	-434.5	1.28438243924292
2634.5	-55.9	-439.2	1.28259863255928
2635.05	-55.4	-434.6	1.27387265292703
2635.6	-56.1	-440.1	1.26502473641708
2636.15	-55.3	-433.8	1.25779568262037
2636.7	-55.8	-438.1	1.2505764593285
2637.25	-55.4	-435.1	1.2390933119998
2637.8	-55.1	-432.1	1.22365848529904
2638.35	-55.2	-433.4	1.20707942397527
2638.9	-55.7	-437.4	1.19303141010861
2639.45	-54.8	-430.2	1.17932585641692
2640	-54.1	-424.2	1.16769439403998
2640.55	-54.9	-430.5	1.16249548394344
2641.1	-55.2	-433.2	1.16143491076693
2641.65	-54.9	-431.1	1.16321676205583
2642.2	-55.1	-432.7	1.16265319129775
2642.75	-55.7	-436.94	1.15808031690523
2643.3	-55.7	-437.3	1.1514679700512
2643.85	-55.1	-432.3	1.14983777985805
2644.4	-55.0	-431.55	1.15118465109993
2644.95	-55.2	-433.7	1.15180061686581
2645.5	-55.2	-433.6	1.14842113308637
2646.05	-55.2	-433.1	1.14106449182976
2646.6	-55.4	-435.2	1.13559173311602
2647.15	-55.2	-433.4	1.13365383458531
2647.7	-55.0	-431.5	1.13251205771879
2648.25	-54.6	-428.8	1.12929189414603
2648.8	-55.1	-432.8	1.12461690525302
2649.35	-55.3	-434.4	1.11942787772726
2649.9	-55.8	-438.4	1.1157104614577
2650.45	-55.5	-435.6	1.11297408887859
2651	-55.2	-433.1	1.11032805937302
2651.55	-55.1	-432.9	1.1060978037844
2652.1	-54.7	-429.3	1.10094632807123
2652.65	-54.9	-431	1.09548756482499
2653.2	-54.9	-431.1	1.08805906454707
2653.75	-54.2	-425.7	1.07636085070897
2654.3	-54.5	-427.7	1.06222123676729
2654.85	-54.5	-427.5	1.04682939641661
2655.4	-54.4	-427.1	1.03279302596923
2655.95	-54.5	-427.4	1.02167498653112
2656.5	-54.2	-425.4	1.01169540037537
2657.05	-53.9	-422.9	1.001795787887
2657.6	-53.3	-418.4	0.99172322838482
2658.15	-53.7	-421.2	0.98303387461167
2658.7	-54.1	-424.1	0.97626148120667
2659.25	-54.2	-425.7	0.97167999607627
2659.8	-54.5	-427.7	0.96996538577063
2660.35	-54.8	-430	0.9699664380385
2660.9	-55.6	-436.6	0.9692396936054
2661.45	-55.5	-435.7	0.96747457631304
2662	-55.4	-435	0.96531304217036
2662.55	-55.3	-433.8	0.96239633283588
2663.1	-55.1	-432.7	0.95938131465613
2663.65	-55.1	-432.5	0.95553959969153
2664.2	-55.0	-431.3	0.95018922402479
2664.75	-54.5	-428	0.94274222710827
2665.3	-54.7	-429.3	0.93446896352843
2665.85	-54.6	-428.1	0.92684512432827
2666.4	-54.6	-428.4	0.92017344284887
2666.95	-54.4	-426.6	0.91366386542303
2667.5	-54.9	-430.6	0.90709012921749
2668.05	-54.5	-427.6	0.89842225736283
2668.6	-54.2	-425.1	0.88971523364479
2669.15	-54.1	-424.4	0.88316014363698
2669.7	-54.1	-424.1	0.87827764079471
2670.25	-53.8	-422.2	0.87542025114858
2670.8	-53.4	-419	0.8746545293916
2671.35	-53.5	-419.4	0.87433878316702
2671.9	-53.7	-421.3	0.874
2672.45	-53.5	-419.7	0.87379690767242
2673	-53.4	-419.1	0.87343852412245
2673.55	-53.1	-416.1	0.87212533292475
2674.1	-53.2	-417.2	0.86916946939367
2674.65	-52.6	-412.1	0.86447515389799
2675.2	-53.1	-416.7	0.85770077603138
2675.75	-53.6	-420.6	0.84904624906498
2676.3	-53.7	-421.2	0.83815417166874
2676.85	-53.6	-420.3	0.8260145452299
2677.4	-54.2	-425.7	0.81342668970316
2677.95	-54.2	-425.2	0.79915415254886
2678.5	-54.3	-426.4	0.78407884088601
2679.05	-54.0	-423.9	0.76781246862777
2679.6	-53.8	-422.4	0.75220929834256
2680.15	-53.7	-421.3	0.73944753158898
2680.7	-53.1	-416.4	0.7299818079408
2681.25	-53.5	-419.6	0.72442445143569
2681.8	-53.5	-420	0.72176222982366
2682.35	-53.1	-416.3	0.72080895284157
2682.9	-53.1	-416.4	0.72005938483031
2683.45	-52.3	-410.2	0.71928090228061
2684	-51.9	-406.5	0.71881312704029
2684.55	-52.8	-413.9	0.71869611887507
2685.1	-53.3	-418.09	0.7191005933279
2685.65	-53.5	-419.3	0.72104410672485
2686.2	-53.9	-423.1	0.72419670215154
2686.75	-54.0	-423.4	0.72827824100596
2687.3	-54.5	-427.3	0.73103426885589
2687.85	-54.4	-426.7	0.73258690499685
2688.4	-55.0	-432	0.73328563601235
2688.95	-54.9	-430.9	0.73423183301714
2689.5	-54.4	-427	0.73496579136469
2690.05	-54.6	-428.3	0.73501311032372
2690.6	-54.1	-424.7	0.73312150438689
2691.15	-53.6	-420.8	0.72715723092477
2691.7	-53.7	-421.3	0.71776344459346
2692.25	-53.9	-422.9	0.70579315995507
2692.8	-53.7	-421.5	0.69155298201116
2693.35	-53.7	-421.4	0.67688386675292
2693.9	-53.5	-419.3	0.66123602782345
2694.45	-53.3	-418.1	0.64505197676634
2695	-53.1	-416.1	0.62838125007133
2695.55	-52.8	-414.2	0.61066142276284
2696.1	-52.8	-414.3	0.59190068424808
2696.65	-52.4	-411.2	0.57240633885875
2697.2	-52.3	-410.3	0.55288042615249
2697.75	-52.2	-409	0.53370723730338
2698.3	-52.2	-409.5	0.51481029296024
2698.85	-51.9	-407	0.49478262396951
2699.4	-52.2	-409	0.47458567975081
2699.95	-52.0	-407.9	0.45336976592063
2700.5	-51.3	-402.1	0.4325567490007
2701.05	-51.2	-401.3	0.41379847983364
2701.6	-51.8	-405.9	0.39655488599819
2702.15	-51.5	-403.6	0.37925423687595
2702.7	-51.4	-403.2	0.36293767712608
2703.25	-51.2	-401.6	0.3468506695835
2703.8	-51.2	-401.6	0.33052038752132
2704.35	-50.9	-398.5	0.31384154314156
2704.9	-50.9	-398.9	0.29763356856038
2705.45	-50.8	-397.8	0.2815816075425
2706	-50.8	-398.1	0.2659708508586
2706.55	-50.4	-394.7	0.2507863599826
2707.1	-50.8	-397.8	0.23650697954715
2707.65	-50.8	-398	0.22163676830214
