#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
342.1	-49.9	-390.9	0.45393394548238
342.65	-49.4	-387.4	0.45689605627963
343.2	-49.7	-389.7	0.45973846687561
343.75	-50.8	-398	0.4626615651881
344.3	-50.5	-396.1	0.46589086271281
344.85	-49.9	-392	0.46909908907965
345.4	-50.5	-397.7	0.47218504727654
345.95	-50.8	-398.9	0.47549007083185
346.5	-50.3	-394.7	0.4788445729677
347.05	-49.3	-386.8	0.48203673094923
347.6	-49.2	-385.8	0.48497562545711
348.15	-49.4	-387.9	0.48790262496058
348.7	-49.9	-390.7	0.4909055355535
349.25	-51.2	-402	0.49401217915811
349.8	-50.1	-392.6	0.49756944568306
350.35	-49.9	-390.8	0.50073695991393
350.9	-50.2	-394.6	0.50381472862614
351.45	-48.6	-381	0.50703725216735
352	-48.7	-382.1	0.50977846633177
352.55	-50.9	-399.5	0.51255756839567
353.1	-50.3	-393.5	0.5159870048673
353.65	-50.6	-398.4	0.51929314166623
354.2	-50.1	-393.4	0.52280053221449
354.75	-49.6	-390.9	0.52610665677518
355.3	-49.2	-386.1	0.52931747694737
355.85	-49.6	-387.8	0.53235128446793
356.4	-48.8	-383.8	0.53546609393337
356.95	-49.3	-386.9	0.53843883890888
357.5	-49.9	-393	0.54152549769064
358.05	-50.3	-396.6	0.54484729870456
358.6	-50.1	-394.1	0.54831703876693
359.15	-50.3	-395.5	0.55180321318386
359.7	-50.3	-395.4	0.55541435185997
360.25	-49.5	-389.6	0.55902332999183
360.8	-50.1	-394.8	0.56239293794307
361.35	-49.5	-388.3	0.56598064812054
361.9	-50.2	-394.8	0.56937011417128
362.45	-49.5	-387.9	0.57308350446791
363	-50.5	-396.1	0.57650545798513
363.55	-49.9	-391.3	0.5802817549976
364.1	-50.2	-393.6	0.58385002316464
364.65	-49.3	-387.8	0.58757931880263
365.2	-50.4	-396.1	0.59111768250642
365.75	-51.4	-403.2	0.59502710880131
366.3	-50.8	-399.4	0.59928507291798
366.85	-51.0	-400.8	0.60335679449912
367.4	-50.7	-399.4	0.60749978987563
367.95	-51.0	-400.9	0.61157672462508
368.5	-50.8	-399.2	0.61572997994276
369.05	-51.5	-404.9	0.61980240000571
369.6	-51.5	-404	0.62418392666866
370.15	-50.7	-398.2	0.62868386302437
370.7	-50.8	-400	0.63288544851372
371.25	-50.7	-399.8	0.63718104565435
371.8	-51.7	-406.2	0.64146913349264
372.35	-51.4	-403.5	0.64607436746807
372.9	-51.6	-405.5	0.65051649098048
373.45	-52.9	-414.8	0.65506884879337
374	-51.8	-406.2	0.66015899499633
374.55	-51.7	-405.8	0.66476384862359
375.1	-52.4	-410.9	0.66936462679395
375.65	-51.4	-403.7	0.67425733809485
376.2	-51.1	-400.6	0.67874992471972
376.75	-52.0	-409.6	0.68308490825366
377.3	-51.0	-401.2	0.68796048387724
377.85	-52.5	-413.3	0.69237365946995
378.4	-52.8	-414.3	0.69747591577142
378.95	-52.1	-408.8	0.7026427379014
379.5	-53.2	-417.4	0.70748428778817
380.05	-51.8	-406.8	0.71285274103564
380.6	-51.4	-404.3	0.71758608744107
381.15	-52.4	-412.4	0.72218317998282
381.7	-52.4	-412.6	0.72732034026352
382.25	-52.3	-410.9	0.73247936504502
382.8	-53.5	-420.8	0.73753795259521
383.35	-53.1	-417.2	0.7432369277409
383.9	-53.2	-418.8	0.74872459522227
384.45	-52.8	-415.6	0.7543216363457
385	-53.3	-418.6	0.75971230710255
385.55	-52.2	-410.9	0.76533564092761
386.1	-52.6	-413.7	0.77051405289206
386.65	-52.4	-412.7	0.77587188347507
387.2	-53.3	-419.3	0.78116948912423
387.75	-53.6	-420.8	0.78701393067999
388.3	-52.5	-412.1	0.79305534369494
388.85	-53.0	-416	0.79850422398483
389.4	-52.0	-408.8	0.80421641690665
389.95	-52.6	-413.9	0.80962902136976
390.5	-53.0	-416.4	0.81541635545747
391.05	-53.0	-417.7	0.82138280080108
391.6	-52.7	-414.9	0.82746208450294
392.15	-52.2	-410.4	0.83359559755863
392.7	-52.5	-411.6	0.83941199088675
393.25	-52.7	-415	0.84531605245982
393.8	-53.1	-418.4	0.85142471553076
394.35	-52.9	-415.5	0.85761427559875
394.9	-52.5	-412.9	0.86359707804142
395.45	-51.9	-408	0.86940077812201
396	-52.3	-410.8	0.87488891961168
396.55	-52.8	-414.8	0.88058165824132
397.1	-52.1	-408.7	0.88655669276808
397.65	-51.9	-408.5	0.89211566421845
398.2	-52.4	-411.8	0.89757855705322
398.75	-52.6	-412.8	0.90317406754325
399.3	-53.4	-419	0.90884043781424
399.85	-53.2	-417.5	0.91494606790197
400.4	-52.6	-414	0.92092717918683
400.95	-53.1	-416.6	0.92665992093549
401.5	-52.4	-410.8	0.93257721508518
402.05	-51.4	-403.4	0.9381022207651
402.6	-52.6	-413.7	0.94311738633719
403.15	-52.2	-410.2	0.94879139066922
403.7	-53.0	-415.9	0.95423671848165
404.25	-53.1	-416.8	0.96007801542289
404.8	-53.2	-417.3	0.96608744999613
405.35	-53.1	-417.1	0.9721365946248
405.9	-52.2	-411.9	0.9781750390651
406.45	-52.9	-415.5	0.98379725526062
407	-52.5	-413.4	0.98959272776681
407.55	-51.5	-405	0.99524820345365
408.1	-53.0	-417.2	1.00036721402866
408.65	-51.5	-405.5	1.00632620239274
409.2	-52.7	-414.3	1.01153063641383
409.75	-52.8	-414.8	1.01731514909052
410.3	-52.4	-412	1.02313788783315
410.85	-51.8	-407.5	1.02875141865997
411.4	-51.2	-403.4	1.03406994075896
411.95	-51.0	-402.3	1.03913753776198
412.5	-51.6	-405.9	1.0441421127703
413.05	-52.3	-410.4	1.04947538034131
413.6	-52.2	-410.8	1.0551496312391
414.15	-52.4	-413.4	1.06085456663553
414.7	-51.5	-406	1.06674299261722
415.25	-51.1	-402.6	1.07209563340797
415.8	-51.5	-404.3	1.07723109001452
416.35	-51.7	-406.9	1.08247511145413
416.9	-52.3	-411.2	1.08788783786689
417.45	-49.9	-392.2	1.09349315624223
418	-50.5	-397.7	1.09793606654558
418.55	-50.7	-399.1	1.10268345496376
419.1	-51.1	-402.3	1.1075138745754
419.65	-50.9	-401.1	1.11252691788677
420.2	-51.3	-403.9	1.1174569940247
420.75	-50.9	-401.2	1.12255784126706
421.3	-53.0	-418.2	1.1274999846777
421.85	-51.8	-408.8	1.13355012403585
422.4	-51.0	-402.3	1.13894285508991
422.95	-52.1	-411.1	1.1439360681979
423.5	-52.1	-411.1	1.14948586286318
424.05	-51.7	-407.3	1.15503913110346
424.6	-52.5	-413.6	1.16034942628139
425.15	-51.9	-411.2	1.16607809702303
425.7	-53.0	-418.6	1.17164844660713
426.25	-52.7	-415.7	1.17777157171312
426.8	-52.1	-411.3	1.18371250934501
427.35	-52.7	-416.2	1.18935297326802
427.9	-52.4	-412.6	1.1953369805188
428.45	-51.8	-407.6	1.20101958983129
429	-52.0	-410.1	1.20637572669542
429.55	-52.2	-411.6	1.2118975919582
430.1	-51.8	-407.5	1.21744074619664
430.65	-52.0	-409.9	1.22237078706252
431.2	-52.2	-411.3	1.22744730885019
431.75	-53.2	-419	1.23261263014234
432.3	-50.9	-399.4	1.23831177113259
432.85	-52.4	-413	1.2429496569302
433.4	-52.8	-416.4	1.24840854481976
433.95	-52.8	-416.3	1.25409713550768
434.5	-51.8	-410	1.25976879792526
435.05	-52.2	-410.7	1.26497193811099
435.6	-52.4	-412.7	1.27022203710525
436.15	-52.1	-411.8	1.27560237499109
436.7	-52.6	-414.2	1.28093731799835
437.25	-52.8	-416.6	1.28647351564643
437.8	-53.3	-420	1.29217424660241
438.35	-53.0	-418.5	1.29811489973711
438.9	-53.1	-419.6	1.30383448824481
439.45	-53.1	-418.7	1.3094777257655
440	-53.3	-420.1	1.31506420210138
440.55	-53.3	-419.8	1.32074844149324
441.1	-52.6	-414	1.32637070409545
441.65	-52.9	-416.2	1.33161055411413
442.2	-53.0	-417.6	1.33699326500444
442.75	-53.4	-421.6	1.34247250175924
443.3	-52.9	-416.6	1.34824940181516
443.85	-53.8	-423.8	1.35369502382342
444.4	-52.6	-414.2	1.35963320069035
444.95	-52.9	-417.8	1.36487988506712
445.5	-53.0	-416.9	1.37030556580589
446.05	-53.1	-419.1	1.37567667658024
446.6	-52.9	-417.3	1.38119422919316
447.15	-53.2	-419.1	1.38648741594695
447.7	-53.4	-420.3	1.39187318097579
448.25	-53.6	-422.5	1.3973401889476
448.8	-52.9	-417.7	1.40297731150814
449.35	-54.0	-425.4	1.40836620066851
449.9	-53.4	-420.8	1.41427778431851
450.45	-53.3	-421.1	1.41987712648916
451	-53.8	-424.1	1.42545757530322
451.55	-54.2	-426.8	1.4312302910513
452.1	-53.9	-425.9	1.4371959922953
452.65	-53.3	-420.9	1.44306637076922
453.2	-53.4	-421.9	1.44854792945702
453.75	-53.5	-421.7	1.45409893325079
454.3	-53.4	-422.6	1.45964030643309
454.85	-54.5	-429.8	1.46505395709526
455.4	-53.6	-423.9	1.47094306363381
455.95	-53.4	-421.9	1.47643521798417
456.5	-53.8	-425.8	1.48181913228061
457.05	-53.9	-426	1.48747501824576
457.6	-53.7	-425.7	1.49314811935108
458.15	-54.2	-426.4	1.4986671536283
458.7	-55.2	-434.2	1.50391454572009
459.25	-54.2	-427.5	1.50967785818544
459.8	-54.5	-429.9	1.51496417882987
460.35	-54.2	-428.1	1.52018991659503
460.9	-53.9	-426.1	1.52530796345286
461.45	-55.5	-438.3	1.53030858504814
462	-54.5	-429.4	1.53595973362425
462.55	-55.1	-434.5	1.54104040542979
463.1	-55.0	-433.9	1.54644197263339
463.65	-55.2	-434.6	1.55160762023052
464.2	-55.7	-439.3	1.5568200862243
464.75	-54.7	-431.6	1.56231207088795
465.3	-54.8	-432	1.56715037964162
465.85	-55.3	-435.5	1.57201508686222
466.4	-54.3	-429.4	1.57707194891772
466.95	-55.3	-437.2	1.58166576770129
467.5	-54.4	-429.5	1.5867112608032
468.05	-56.0	-441.5	1.59127357371383
468.6	-55.2	-436.2	1.59622000560634
469.15	-55.2	-435.6	1.60086625677521
469.7	-55.8	-439.9	1.60543783745674
470.25	-55.3	-435.5	1.61015415287806
470.8	-55.7	-439.7	1.61463210767637
471.35	-56.0	-442.5	1.61930556805706
471.9	-56.1	-442.1	1.62410472884631
472.45	-56.1	-442.1	1.62888421177885
473	-56.2	-443.5	1.63363485914676
473.55	-54.8	-433.9	1.63846305983691
474.1	-55.5	-439	1.64271237529573
474.65	-56.2	-443.7	1.64682142437346
475.2	-55.5	-438.6	1.65117051922632
475.75	-55.5	-438.4	1.65514046347136
476.3	-55.9	-442.5	1.65893894709977
476.85	-56.4	-444.2	1.66293063961755
477.4	-56.2	-443.1	1.66692097761915
477.95	-55.7	-440.5	1.67083171069075
478.5	-55.9	-440.7	1.67458791262753
479.05	-55.5	-438.8	1.67805749544411
479.6	-55.8	-440.3	1.68145152937007
480.15	-56.0	-441.9	1.68484858453505
480.7	-55.9	-441.7	1.68822360780288
481.25	-56.0	-441.4	1.69159288454608
481.8	-56.1	-442.3	1.69472298142588
482.35	-56.0	-441.6	1.69781567053725
482.9	-56.7	-447.4	1.70083722387867
483.45	-55.4	-437.2	1.70372222028686
484	-55.8	-440.8	1.70627820710858
484.55	-55.0	-436.5	1.70889129451393
485.1	-56.2	-444.8	1.7113222327003
485.65	-55.6	-440.5	1.71400821854544
486.2	-56.0	-442.9	1.71627545999701
486.75	-55.9	-441.4	1.71855680045729
487.3	-55.8	-439.3	1.72078226408442
487.85	-56.1	-443.4	1.72289644617868
488.4	-55.5	-438.2	1.72511820392256
488.95	-56.6	-446	1.72688985601741
489.5	-55.9	-441.3	1.72858086409907
490.05	-55.2	-435.8	1.73018069828428
490.6	-56.7	-447.9	1.73143323987405
491.15	-56.3	-444.6	1.73287770513349
491.7	-55.1	-436.3	1.73415386383591
492.25	-56.1	-442.5	1.73516139613633
492.8	-55.9	-441.3	1.73624709203609
493.35	-54.7	-432	1.73717200703392
493.9	-56.1	-442.6	1.73795986434741
494.45	-55.5	-438.7	1.73883800363475
495	-56.3	-445.1	1.7394325499769
495.55	-55.7	-440.2	1.74007475247393
496.1	-56.2	-443.8	1.74061066786526
496.65	-56.2	-443	1.74108556771977
497.2	-56.5	-446.5	1.74155628350809
497.75	-56.0	-441.5	1.74201014266783
498.3	-56.5	-446.5	1.74243456888636
498.85	-56.4	-444.9	1.74278428037811
499.4	-55.6	-438.9	1.7429854750648
499.95	-55.6	-438.3	1.7431728938322
500.5	-55.2	-436.4	1.74339092660065
501.05	-56.0	-442.4	1.74360952244684
501.6	-56.7	-448	1.74381483842214
502.15	-56.4	-444.2	1.74389864385659
502.7	-55.5	-441.7	1.74397878843252
503.25	-55.5	-439.5	1.74368853135203
503.8	-56.0	-442.1	1.74327120623204
504.35	-55.6	-437.5	1.74281334435922
504.9	-56.4	-444.1	1.74221982042392
505.45	-55.9	-440.6	1.7415771919342
506	-55.9	-442.5	1.74083309318592
506.55	-56.3	-443.5	1.73996498648674
507.1	-56.3	-443.7	1.73908712814789
507.65	-56.7	-446.5	1.73828543525165
508.2	-55.7	-438.8	1.73745591278206
508.75	-55.6	-438.3	1.7366385223907
509.3	-55.8	-441.2	1.73577232302296
509.85	-56.0	-442.3	1.73487498405995
510.4	-56.2	-443.3	1.73392885082433
510.95	-56.4	-443.2	1.73296738454948
511.5	-55.8	-439.5	1.73198999451424
512.05	-56.1	-441.5	1.73103154885323
512.6	-56.1	-441.8	1.73004925803516
513.15	-56.1	-442.2	1.72896228474952
513.7	-56.0	-441.7	1.72785127942669
514.25	-56.6	-446.3	1.72672074929846
514.8	-55.9	-440.9	1.72546874039074
515.35	-56.0	-442.5	1.72429398974265
515.9	-55.5	-437.8	1.72319609314116
516.45	-55.7	-439.7	1.72217565474962
517	-56.6	-445.6	1.72107122089725
517.55	-56.5	-445.7	1.71970018583824
518.1	-55.9	-440.6	1.71832645182738
518.65	-55.3	-436.9	1.71706519983064
519.2	-54.8	-432.8	1.71586408392806
519.75	-56.5	-446.1	1.7147251002135
520.3	-56.2	-443.7	1.71342443050201
520.85	-55.6	-438.8	1.7121595206569
521.4	-56.0	-443.3	1.71107322859195
521.95	-56.6	-446.2	1.70997508441769
522.5	-56.1	-442.9	1.70885683019542
523.05	-55.5	-439.2	1.70784330761132
523.6	-55.6	-437.7	1.7068728288475
524.15	-55.2	-436.2	1.70597332947448
524.7	-56.0	-442	1.70511060945098
525.25	-55.9	-440.3	1.70418537586632
525.8	-56.1	-443.1	1.70327808215658
526.35	-56.2	-442.2	1.70233927702861
526.9	-56.4	-444.4	1.70140984046495
527.45	-56.7	-445.4	1.70045498737552
528	-56.3	-443.5	1.69950641246058
528.55	-55.4	-438.3	1.69864267261907
529.1	-56.4	-445.8	1.69783034115018
529.65	-56.4	-445	1.69709812229615
530.2	-55.2	-435.6	1.69642670495431
530.75	-55.8	-440.3	1.69570659407662
531.3	-55.9	-442	1.69463386564349
531.85	-55.4	-437.9	1.69353836036625
532.4	-55.9	-440.8	1.69240493139535
532.95	-56.4	-445.1	1.69120329817506
533.5	-55.8	-439.5	1.68993746395843
534.05	-56.5	-445.5	1.68875264081664
534.6	-56.0	-441.7	1.68747892534096
535.15	-56.2	-443.3	1.6860183581668
535.7	-56.0	-441.9	1.68448609722396
536.25	-56.3	-444	1.68296147188719
536.8	-56.0	-442.9	1.68137257525486
537.35	-55.8	-440.2	1.67980341090233
537.9	-55.4	-436.1	1.67832297285748
538.45	-55.5	-438.6	1.67691244152642
539	-55.1	-434.9	1.67535418706372
539.55	-55.6	-439.5	1.67373618189098
540.1	-55.9	-440.7	1.67202575132344
540.65	-55.5	-438.3	1.67025441074343
541.2	-56.7	-447.2	1.66852690193853
541.75	-56.1	-441.8	1.66662259779958
542.3	-55.7	-439.3	1.66486007515241
542.85	-56.0	-441.3	1.66314829010851
543.4	-55.4	-437.7	1.66171141712401
543.95	-55.6	-438.9	1.66034272483885
544.5	-55.8	-439.9	1.65876865754763
545.05	-55.4	-437.4	1.656959780088
545.6	-55.8	-439.3	1.65520297409301
546.15	-56.0	-441.4	1.65355542802614
546.7	-56.1	-441.8	1.6518744643744
547.25	-56.9	-448.1	1.65024414494696
547.8	-56.6	-445.4	1.64855448077231
548.35	-56.2	-443.4	1.64691745939904
548.9	-56.2	-442.8	1.64531813118094
549.45	-57.0	-449.3	1.64372929392195
550	-56.3	-443.8	1.6418650738595
550.55	-56.0	-442.1	1.64008583154831
551.1	-55.8	-440	1.63844354377348
551.65	-55.7	-439.7	1.63694388927962
552.2	-56.4	-444.3	1.63545842663941
552.75	-56.0	-441.7	1.63417695097307
553.3	-56.6	-446.2	1.63293391690312
553.85	-56.7	-446.4	1.63162151489563
554.4	-55.0	-433.5	1.6303052094258
554.95	-55.8	-439.7	1.62916532669971
555.5	-56.3	-445.2	1.62790823878762
556.05	-56.8	-447.1	1.62656505857598
556.6	-56.5	-446.2	1.62526831052174
557.15	-56.5	-445.6	1.62399519215762
557.7	-56.5	-445.2	1.62254458501934
558.25	-56.2	-443.1	1.62098093925252
558.8	-56.6	-444.9	1.61944268134809
559.35	-56.0	-442.2	1.6178393175814
559.9	-56.4	-444.9	1.61628582768785
560.45	-56.5	-445.6	1.6144750851669
561	-56.4	-444.9	1.61263628762888
561.55	-56.2	-442	1.61078334271329
562.1	-56.1	-442	1.60897767257922
562.65	-56.8	-447.2	1.60717085822968
563.2	-57.0	-448.9	1.60524710678144
563.75	-56.8	-447.9	1.60327994133018
564.3	-56.2	-443.2	1.60129241531345
564.85	-56.5	-445.2	1.59941214581447
565.4	-56.3	-445	1.59745079452988
565.95	-56.2	-444	1.59548352943813
566.5	-56.3	-443.2	1.5934101611767
567.05	-56.0	-441.8	1.59122522479928
567.6	-56.8	-447.2	1.58911972846734
568.15	-56.8	-446.2	1.58713998211883
568.7	-56.2	-443.2	1.58518249927355
569.25	-57.0	-448.9	1.58352550841574
569.8	-55.9	-439.6	1.58177737832923
570.35	-56.5	-443.7	1.58018596238842
570.9	-56.8	-447.3	1.57849769652321
571.45	-55.8	-439.9	1.57677770707213
572	-56.5	-445.2	1.57528654974556
572.55	-56.7	-445.9	1.57369699496075
573.1	-55.9	-441.1	1.57209309203137
573.65	-57.0	-448.6	1.57057756040642
574.2	-56.6	-445.9	1.56914866318227
574.75	-55.7	-440.2	1.56785418814226
575.3	-56.6	-445.8	1.5665866008496
575.85	-56.2	-442.2	1.565158121153
576.4	-56.3	-443.7	1.56381526228177
576.95	-56.7	-446	1.56259475237271
577.5	-56.8	-447.4	1.56133947531987
578.05	-56.8	-446.9	1.56002160335197
578.6	-55.9	-440.5	1.55870579413928
579.15	-56.3	-443.1	1.55748602671674
579.7	-56.4	-444.6	1.55622704481885
580.25	-56.8	-447.1	1.55492883501033
580.8	-56.3	-443.8	1.5535610868613
581.35	-56.5	-444.8	1.55227630403801
581.9	-56.5	-444.5	1.55121045374454
582.45	-56.6	-445.9	1.55014777188991
583	-56.1	-441.6	1.5490276317186
583.55	-55.8	-439	1.54795704589331
584.1	-55.5	-435.9	1.54687203630729
584.65	-56.0	-439.3	1.54579055817979
585.2	-54.2	-427.6	1.54466865080306
585.75	-56.0	-441.8	1.54372432948632
586.3	-55.7	-440.5	1.54260487931336
586.85	-55.6	-438.4	1.54158253982362
587.4	-57.0	-449.5	1.54063049634609
587.95	-55.9	-441.2	1.53952736966384
588.5	-54.9	-433.4	1.53849892060648
589.05	-54.7	-432.5	1.53756134745709
589.6	-55.4	-438	1.53663323245856
590.15	-55.9	-440	1.5356415301997
590.7	-56.1	-442.8	1.53468459124797
591.25	-55.4	-436.6	1.53376455722445
591.8	-55.7	-439.2	1.53291824755208
592.35	-56.6	-445.7	1.53211988232184
592.9	-56.9	-447.8	1.53125657359631
593.45	-55.9	-441.3	1.53037080938928
594	-56.1	-443	1.52955068072802
594.55	-56.7	-446.1	1.5287900869402
595.1	-56.3	-443	1.52805783031061
595.65	-55.6	-438.7	1.52741381123189
596.2	-55.8	-439.8	1.52691044200877
596.75	-55.3	-435.6	1.52640010841179
597.3	-55.0	-433.4	1.52583350931183
597.85	-55.6	-438.6	1.5252812438563
598.4	-55.4	-438.1	1.5247370716285
598.95	-55.5	-438	1.52423577131811
599.5	-55.9	-439.7	1.52375107304456
600.05	-56.3	-443.3	1.52336738014573
600.6	-56.1	-441.4	1.52296659359038
601.15	-55.9	-440	1.52253840289918
601.7	-56.0	-442.2	1.52210977790758
602.25	-55.4	-436.6	1.52157727864323
602.8	-55.8	-439.8	1.52100038728816
603.35	-55.2	-436.2	1.52038648529775
603.9	-55.7	-438.9	1.51972954090205
604.45	-55.5	-436.1	1.519050672622
605	-55.5	-435.1	1.51845701464194
605.55	-55.5	-435.9	1.5178886742751
606.1	-54.8	-430.8	1.51730129122935
606.65	-55.7	-438.2	1.51672213671811
607.2	-54.9	-431.8	1.51608911378182
607.75	-55.2	-434.1	1.51560184462022
608.3	-56.5	-443.2	1.51511904239596
608.85	-56.0	-439.9	1.51458051439056
609.4	-55.6	-437.1	1.51406248136891
609.95	-55.5	-436.7	1.51356117991915
610.5	-55.6	-437.1	1.51306196941519
611.05	-55.5	-436.6	1.51256007052544
611.6	-55.2	-433.5	1.51214564812348
612.15	-55.3	-436.8	1.51178464371549
612.7	-55.9	-440.1	1.51139880293561
613.25	-56.6	-445.7	1.51096431659812
613.8	-56.4	-443.4	1.51049952959513
614.35	-56.3	-443	1.5100470771266
614.9	-56.6	-445.9	1.50959652727394
615.45	-55.5	-437.1	1.50920387524523
616	-56.9	-447	1.50886757212913
616.55	-56.1	-442.3	1.5083832981635
617.1	-56.3	-441.9	1.50784593219234
617.65	-55.6	-436.6	1.50732659024638
618.2	-56.7	-446.5	1.50686589171576
618.75	-55.8	-438.4	1.50635191343799
619.3	-56.0	-441.2	1.50592351831797
619.85	-56.2	-442	1.50548031232936
620.4	-56.2	-442	1.50495912202821
620.95	-56.0	-442.6	1.50442156722107
621.5	-55.7	-440.1	1.50382648434779
622.05	-55.7	-440.1	1.50321271254168
622.6	-55.7	-440.1	1.50255542664403
623.15	-55.7	-440.1	1.50180924985147
623.7	-55.7	-440.1	1.50105382500132
624.25	-54.7	-432.2	1.50013095806374
624.8	-55.7	-439	1.4992906399462
625.35	-55.9	-439.5	1.4982603651217
625.9	-55.6	-438	1.4971675676254
626.45	-56.3	-444	1.4960122157744
627	-56.8	-446.6	1.49462680285627
627.55	-56.3	-442.7	1.49319684558399
628.1	-56.5	-443.8	1.49183111019373
628.65	-56.8	-447.3	1.49043756130438
629.2	-56.2	-443.5	1.48875221031973
629.75	-56.0	-440.4	1.48714062827448
630.3	-56.0	-441.4	1.4855058915377
630.85	-56.0	-440.4	1.48384237930276
631.4	-56.8	-446.3	1.48213802040704
631.95	-55.8	-440.5	1.48027669804587
632.5	-57.4	-449.3	1.47842843410593
633.05	-56.4	-442.2	1.47624926152442
633.6	-54.9	-431.9	1.4742974084949
634.15	-55.6	-436.8	1.47264576136082
634.7	-56.0	-440.3	1.47089360611277
635.25	-55.9	-438	1.46906563473198
635.8	-54.7	-429.3	1.46728614640143
636.35	-55.5	-435.7	1.46565399356437
636.9	-54.2	-428.3	1.46387842717194
637.45	-55.5	-437.4	1.46224376672836
638	-55.9	-438.9	1.46038651306743
638.55	-55.5	-436.9	1.45849461002449
639.1	-56.0	-439.9	1.45660781836634
639.65	-55.6	-436.2	1.45464640489292
640.2	-55.4	-437.3	1.45276865988994
640.75	-55.3	-433.7	1.45086499489969
641.3	-55.8	-441.2	1.44901946492213
641.85	-55.3	-434.7	1.44693200797892
642.4	-55.3	-435.6	1.44499929201273
642.95	-56.4	-442.1	1.44308490486894
643.5	-56.6	-445.8	1.44101718788139
644.05	-56.5	-443.9	1.43875183057182
644.6	-56.3	-443	1.43649575123996
645.15	-56.7	-446.5	1.43423462544488
645.7	-56.3	-442.6	1.43185618641999
646.25	-55.8	-438.7	1.42967568223458
646.8	-56.3	-442.7	1.42768330842779
647.35	-55.9	-439.6	1.42561928512733
647.9	-55.4	-436.2	1.42369266591163
648.45	-55.3	-435.3	1.42184161009149
649	-55.3	-434.7	1.42000927520719
649.55	-55.0	-432.3	1.4181889641109
650.1	-55.4	-435.5	1.41647397084878
650.65	-55.1	-433.7	1.41471963804263
651.2	-54.9	-432	1.41300160607306
651.75	-55.5	-437	1.41131711390704
652.3	-55.4	-435.5	1.40952797495449
652.85	-55.7	-438	1.40784910346508
653.4	-55.4	-436	1.40612480264166
653.95	-55.5	-435.9	1.40441303345037
654.5	-55.0	-433.5	1.40268630405583
655.05	-56.3	-443.2	1.40109358242753
655.6	-55.3	-435.8	1.39953747978012
656.15	-55.8	-439.9	1.39812274599939
656.7	-56.4	-444.5	1.39680650120166
657.25	-56.4	-444.5	1.39541511373455
657.8	-56.4	-444.5	1.39380269477859
658.35	-56.4	-444.5	1.39216944362099
658.9	-56.4	-444.5	1.39089647554726
659.45	-56.0	-442.3	1.3896941054667
660	-55.4	-438.5	1.3885221962193
660.55	-56.0	-442.1	1.38740158656148
661.1	-56.1	-441.2	1.38644512069341
661.65	-56.6	-444.9	1.38565719324421
662.2	-56.3	-441.9	1.38476845255271
662.75	-55.5	-436.5	1.38383257065369
663.3	-55.4	-435.5	1.38300367011228
663.85	-55.8	-438.7	1.38230919970137
664.4	-54.9	-431.6	1.38158964049293
664.95	-55.7	-437.4	1.38105040107598
665.5	-55.0	-433.8	1.38047215175894
666.05	-55.1	-433.4	1.37997667848243
666.6	-55.8	-438.3	1.37950964642018
667.15	-54.8	-431.4	1.37903107709991
667.7	-55.0	-431.7	1.37861602600615
668.25	-55.7	-437.6	1.37819946643576
668.8	-55.4	-435.6	1.37788623771525
669.35	-55.2	-433.5	1.3775802170227
669.9	-54.7	-429.5	1.3771567924206
670.45	-54.9	-433.5	1.37670914492231
671	-55.4	-437.9	1.37626853680712
671.55	-55.1	-433.7	1.37586316405506
672.1	-54.5	-429.9	1.37547989855858
672.65	-55.0	-432.5	1.37515199801511
673.2	-55.4	-436.5	1.37481355850323
673.75	-55.6	-436.9	1.37427711937019
674.3	-55.2	-435.8	1.37365216355161
674.85	-54.3	-428.2	1.37307285131245
675.4	-55.7	-438.6	1.37258944347938
675.95	-55.8	-439.5	1.37203210695387
676.5	-55.1	-434.3	1.37138590962154
677.05	-55.1	-433.1	1.37077825284757
677.6	-55.2	-434.8	1.37017893432594
678.15	-55.8	-439.6	1.36956701716781
678.7	-55.5	-436.6	1.36900039242273
679.25	-56.3	-443	1.36850865669033
679.8	-55.1	-435.3	1.36789673750927
680.35	-55.3	-435.6	1.36723584248708
680.9	-55.4	-436	1.366555203549
681.45	-55.5	-435.8	1.36579913399196
682	-56.3	-442	1.36504448319356
682.55	-55.8	-439.7	1.36405060553818
683.1	-55.7	-438.8	1.36307296510187
683.65	-55.7	-437.5	1.36214312335629
684.2	-55.3	-434.6	1.36123524796151
684.75	-55.3	-434.6	1.3602764915764
685.3	-55.5	-436.1	1.35926693343377
685.85	-55.6	-436.8	1.35819147203071
686.4	-55.4	-435.9	1.3570186663931
686.95	-55.1	-434.2	1.35583592581148
