#This is the raw Datice output, not the official AICC2012 file.
#Depth (m)	Ice age (a B1950)	Ice age std (a)	Gas age (a B1950)	Gas age std (a)	Accu. Rate (m ie)	Thinning	LIDIE (m ie)
1889.25	160528	3318.8	156883	3737.55	0.0163	0.3343	50.59
1890.9	160831	3293.29	157265	3723.54	0.0152	0.3336	50.8
1892.55	161156	3264.15	157650	3719.92	0.0151	0.333	50.97
1894.2	161484	3229.53	158027	3675.3	0.0143	0.3323	48.64
1895.85	161832	3191.77	158592	3707.59	0.0143	0.3317	50.02
1897.5	162179	3149.07	158868	3717.94	0.0138	0.331	50.66
1899.15	162541	3103.43	159199	3607.21	0.0136	0.3301	50.18
1900.8	162910	3062.52	159567	3594.15	0.0149	0.3296	51.36
1902.45	163245	3024.59	159827	3508.96	0.0158	0.3289	50.49
1904.1	163563	2987.04	160206	3441.53	0.016	0.3281	49.82
1905.75	163878	2948.37	160556	3449.77	0.0159	0.3274	52.33
1907.4	164194	2906.95	160714	3480.92	0.0156	0.3269	54.57
1909.05	164519	2862.46	160893	3479.84	0.0151	0.3262	54.65
1910.7	164853	2812.4	161221	3503.7	0.014	0.3255	53.76
1912.35	165215	2761.21	161621	3504.26	0.0137	0.3248	53.44
1914	165587	2707.27	161999	3536.72	0.0122	0.3242	53.51
1915.65	166003	2664.53	162356	3511.56	0.0128	0.3237	52.7
1917.3	166403	2632.46	162785	3381.21	0.0126	0.3227	52.09
1918.95	166808	2613.54	163182	3288.39	0.0129	0.3222	51.34
1920.6	167205	2605.6	163555	3270.28	0.0127	0.3216	53.62
1922.25	167608	2607.18	163736	3253.35	0.0126	0.3211	54.82
1923.9	168016	2616.02	163983	3249.41	0.0132	0.3204	55.88
1925.55	168407	2630.11	164243	3214.2	0.0126	0.3199	55.28
1927.2	168817	2645.85	164614	3212.27	0.0136	0.3195	55.13
1928.85	169196	2660.84	164970	3159.82	0.0143	0.3187	55.02
1930.5	169559	2674.23	165354	3151.09	0.0138	0.3182	53.3
1932.15	169936	2684.13	165887	3048.61	0.0152	0.3176	53.37
1933.8	170277	2690.99	166294	2960.76	0.0151	0.3173	51.39
1935.45	170622	2694.23	166854	2973.22	0.0145	0.3168	52.48
1937.1	170981	2693.55	167175	2992.01	0.0148	0.316	52.32
1938.75	171335	2688.25	167600	3016.4	0.0145	0.3155	52.4
1940.4	171697	2677.52	168008	3002.63	0.014	0.315	52.61
1942.05	172071	2660.99	168389	3021.88	0.0137	0.3143	52.43
1943.7	172453	2637.14	168822	3020.18	0.013	0.3138	52.34
1945.35	172857	2607.73	169214	3084.24	0.0132	0.3132	51.92
1947	173256	2571.85	169614	3114.92	0.0126	0.3128	53.28
1948.65	173674	2535.48	169898	3018.89	0.0131	0.3122	53.73
1950.3	174079	2505.39	170220	2967.49	0.0152	0.3117	53.29
1951.95	174427	2476.57	170599	2972.55	0.0159	0.3113	55.13
1953.6	174760	2444.35	170837	2958.33	0.0153	0.3108	54.9
1955.25	175108	2405.57	171215	2995.41	0.0142	0.3101	53.97
1956.9	175483	2362.25	171644	3061.7	0.0136	0.3098	53.65
1958.55	175874	2320.65	172044	3111.1	0.0138	0.3097	54.09
1960.2	176260	2281.26	172395	3145.64	0.0131	0.3094	53.34
1961.85	176667	2250.41	172856	3124.82	0.0136	0.3088	52.84
1963.5	177060	2228.63	173302	3023.23	0.0139	0.3088	51.87
1965.15	177444	2215.79	173793	2851.85	0.0146	0.3084	51.73
1966.8	177809	2208.13	174194	2778.3	0.0145	0.3081	50.71
1968.45	178179	2204.35	174603	2805.58	0.0146	0.3079	51.32
1970.1	178545	2203.12	174908	2917.23	0.0134	0.3075	53.19
1971.75	178946	2205.2	175141	2967.59	0.014	0.3071	53.38
1973.4	179331	2209.03	175508	2859.59	0.0146	0.3067	52.3
1975.05	179700	2212.93	175981	2775.44	0.0162	0.3063	51.18
1976.7	180033	2215.9	176463	2636.43	0.0176	0.3059	50.17
1978.35	180340	2217.39	176942	2564.23	0.0169	0.3053	49.92
1980	180660	2217.79	177352	2494.42	0.0188	0.3051	49.47
1981.65	180947	2216.63	177755	2500.45	0.0182	0.3049	50.35
1983.3	181244	2213.97	178067	2513.99	0.0178	0.3046	50.86
1984.95	181549	2209.9	178402	2630.51	0.0171	0.3044	51.23
1986.6	181866	2204.2	178765	2663.75	0.0157	0.3041	51.1
1988.25	182211	2197.66	179170	2670.59	0.015	0.3038	50.41
1989.9	182573	2192.22	179596	2584.05	0.0159	0.3035	49.62
1991.55	182915	2187.24	179991	2526.55	0.0158	0.303	49.89
1993.2	183260	2182.51	180290	2576.12	0.015	0.3026	50.98
1994.85	183623	2179.83	180549	2549.54	0.0155	0.3021	53.71
1996.5	183977	2179.92	180708	2567.16	0.0155	0.3016	53.09
1998.15	184330	2183.99	181035	2576.74	0.0151	0.3011	52.61
1999.8	184693	2192.63	181366	2630.75	0.0148	0.3006	53.79
2001.45	185065	2204.45	181612	2678.53	0.0154	0.3003	52.8
2003.1	185421	2218.4	182001	2709.46	0.0151	0.2999	52.52
2004.75	185784	2233.57	182375	2631.77	0.015	0.2999	50.86
2006.4	186152	2249.49	182832	2624.74	0.0146	0.2998	49.95
2008.05	186528	2265.42	183234	2694.91	0.0148	0.2996	51.33
2009.7	186900	2281.05	183507	2665.1	0.0145	0.2994	51.52
2011.35	187281	2295.68	183854	2638.64	0.0151	0.299	50.95
2013	187645	2309.4	184248	2653.77	0.0153	0.2985	51.39
2014.65	188006	2321.75	184586	2655.78	0.0152	0.298	50.97
2016.3	188370	2331.97	184988	2595.03	0.0158	0.2974	50.64
2017.95	188722	2339.8	185376	2595.5	0.0172	0.2967	51.4
2019.6	189047	2344.9	185697	2571.29	0.017	0.296	51.01
2021.25	189374	2346.86	186097	2526.33	0.0184	0.2952	50.4
2022.9	189678	2345.65	186522	2495.1	0.0194	0.2945	50.28
2024.55	189967	2342.11	186911	2459.4	0.0215	0.2938	50.85
2026.2	190229	2334.83	187259	2467.32	0.0196	0.2932	50.64
2027.85	190516	2322.58	187645	2508.39	0.0182	0.2924	50.4
2029.5	190826	2304.82	188032	2554.73	0.0175	0.2917	51.41
2031.15	191149	2284.55	188339	2559.17	0.0183	0.2908	51.33
2032.8	191459	2259.63	188706	2525.6	0.0172	0.2899	51.53
2034.45	191789	2230.9	189029	2542.04	0.0167	0.2889	52.18
2036.1	192130	2199.56	189329	2539.84	0.017	0.2879	53.44
2037.75	192468	2161.77	189579	2543.4	0.0155	0.287	54.01
2039.4	192839	2124.94	189853	2519.4	0.0159	0.2862	55.81
2041.05	193202	2092.54	190051	2545.83	0.0165	0.2852	57.38
2042.7	193553	2066.27	190252	2499.56	0.0174	0.2843	58.63
2044.35	193887	2045.49	190486	2463.95	0.0195	0.2837	56
2046	194186	2024.68	190946	2411.12	0.0188	0.2829	54.91
2047.65	194495	2001.14	191331	2434.55	0.0171	0.2819	55.17
2049.3	194838	1977.86	191649	2459.23	0.0174	0.2811	54.69
2050.95	195175	1953.48	192022	2450.1	0.0159	0.2804	54.57
2052.6	195545	1933.09	192376	2475.42	0.0162	0.2795	54.08
2054.25	195909	1916.81	192779	2353.98	0.0161	0.2787	52.59
2055.9	196278	1905.84	193243	2289.49	0.0167	0.278	53.2
2057.55	196634	1899.67	193566	2258.31	0.017	0.277	53.77
2059.2	196985	1896.68	193877	2168.83	0.0181	0.2763	54.51
2060.85	197315	1895.35	194147	2153.19	0.0193	0.2755	56.99
2062.5	197625	1894.79	194335	2164.15	0.0182	0.2747	58.08
2064.15	197954	1895.41	194609	2108.65	0.0192	0.2738	55.13
2065.8	198269	1897.02	195124	2127.91	0.0193	0.2731	55.98
2067.45	198582	1899.65	195446	2066.4	0.0193	0.2723	54.17
2069.1	198896	1902.72	195931	2018.34	0.0206	0.2716	54.16
2070.75	199191	1905.86	196309	1988.3	0.0209	0.2708	54.69
2072.4	199483	1908.81	196643	1967.4	0.0223	0.2698	54.74
2074.05	199757	1911.58	197001	1963.02	0.0223	0.2689	55.38
2075.7	200033	1914.17	197306	1953.21	0.0225	0.268	56.71
2077.35	200306	1916.55	197559	1968.26	0.0233	0.2672	56.93
2079	200571	1918.71	197882	1959.85	0.024	0.2664	57.37
2080.65	200830	1920.74	198187	1963.5	0.0234	0.2655	57.96
2082.3	201095	1922.67	198480	1966.06	0.0236	0.2647	57.46
2083.95	201359	1924.55	198827	1958.6	0.0234	0.2639	57.73
2085.6	201627	1926.32	199122	1966.92	0.0244	0.2631	58.85
2087.25	201884	1928	199371	1961.24	0.0243	0.2622	59.76
2088.9	202143	1929.71	199621	1967.39	0.0231	0.2613	59.73
2090.55	202416	1931.34	199906	1973.18	0.0238	0.2605	60.46
2092.2	202682	1932.89	200157	1973.03	0.0239	0.2597	61.09
2093.85	202948	1934.35	200408	1969.88	0.0237	0.2589	60.19
2095.5	203216	1935.62	200715	1982.75	0.0241	0.2582	61.74
2097.15	203481	1936.57	200920	1982.03	0.0235	0.2576	60.74
2098.8	203753	1937.19	201232	1990	0.0221	0.2569	61.26
2100.45	204044	1937.75	201483	1986.07	0.0207	0.2562	61.19
2102.1	204356	1938.99	201755	1996.49	0.0206	0.2557	60.71
2103.75	204669	1941.94	202037	2030.49	0.0199	0.2552	61.73
2105.4	204995	1947.87	202267	2033.81	0.0189	0.2547	60.76
2107.05	205337	1957.56	202581	2042.83	0.0189	0.2543	60.45
2108.7	205680	1970.98	202863	2052.39	0.0192	0.254	61.13
2110.35	206018	1988.01	203106	2047.03	0.019	0.2537	60.83
2112	206360	2006.04	203388	2046.7	0.0203	0.2533	60.79
2113.65	206682	2024.91	203662	2053.49	0.02	0.253	60.67
2115.3	207007	2042.5	203956	2053.88	0.0213	0.2528	59.32
2116.95	207314	2059.04	204328	2062.65	0.0218	0.2526	58.05
2118.6	207612	2075.34	204706	2087.78	0.0217	0.2522	57.9
2120.25	207914	2091.29	205045	2094.06	0.0214	0.252	57.15
2121.9	208219	2105.92	205430	2093.52	0.0224	0.2518	56.16
2123.55	208512	2119.9	205825	2114.29	0.0225	0.2518	56.29
2125.2	208803	2133.8	206159	2116.17	0.022	0.2516	56.46
2126.85	209102	2146.83	206486	2134.75	0.0224	0.2516	56.41
2128.5	209395	2158.93	206812	2139.42	0.0223	0.2515	57.76
2130.15	209688	2169.18	207067	2145.97	0.024	0.2514	57.32
2131.8	209962	2178.62	207393	2166.96	0.0233	0.2514	58.76
2133.45	210244	2186.93	207627	2154.85	0.0234	0.2513	59.17
2135.1	210524	2194.23	207910	2185.78	0.0242	0.2512	58.92
2136.75	210795	2200.79	208227	2195.1	0.0244	0.2512	58.74
2138.4	211064	2206.53	208529	2186.12	0.0247	0.2511	59.59
2140.05	211330	2211.58	208783	2202.91	0.0244	0.251	59.86
2141.7	211599	2215.92	209070	2208.66	0.0247	0.2509	59.25
2143.35	211866	2219.66	209392	2221.34	0.0256	0.2509	59.65
2145	212122	2222.56	209667	2213.32	0.0272	0.2509	59.59
2146.65	212363	2225.03	209945	2229.56	0.0262	0.2508	61.05
2148.3	212615	2227.24	210165	2235.7	0.0249	0.2507	60.48
2149.95	212879	2228.97	210470	2236.32	0.0261	0.2507	60.69
2151.6	213131	2230.32	210735	2240.17	0.0254	0.2506	61.07
2153.25	213390	2231.26	210990	2241.47	0.0253	0.2505	61.41
2154.9	213650	2231.84	211245	2246.33	0.0255	0.2504	61.77
2156.55	213909	2232.19	211499	2249.84	0.0251	0.2505	61.48
2158.2	214172	2232.32	211777	2247.4	0.0246	0.2503	61.79
2159.85	214440	2232.3	212026	2241.99	0.0242	0.2502	62.38
2161.5	214713	2232.17	212252	2247.93	0.0252	0.25	63.28
2163.15	214975	2231.95	212467	2257.18	0.0252	0.25	62.95
2164.8	215237	2231.69	212737	2251.04	0.0249	0.25	61.97
2166.45	215502	2231.41	213033	2256.47	0.0237	0.2498	62.69
2168.1	215781	2231.24	213263	2256.91	0.0258	0.2496	62.32
2169.75	216038	2231.18	213539	2255.73	0.0247	0.2493	62.21
2171.4	216305	2231.44	213805	2260.19	0.0248	0.2492	61.67
2173.05	216572	2232	214089	2265.98	0.0257	0.249	62.04
2174.7	216830	2232.76	214342	2267.77	0.0271	0.2486	61.5
2176.35	217075	2233.75	214640	2262.14	0.0273	0.2483	61.21
2178	217318	2235.11	214920	2266.15	0.0264	0.248	62.08
2179.65	217570	2236.92	215151	2269.39	0.0255	0.2476	62.01
2181.3	217831	2239.35	215421	2281.93	0.0247	0.2472	61.75
2182.95	218101	2242.56	215711	2267.51	0.0235	0.2467	60.66
2184.6	218386	2246.83	216020	2282.29	0.0237	0.2461	62.43
2186.25	218669	2253.19	216222	2283.52	0.022	0.2455	61.54
2187.9	218974	2262.48	216530	2282.98	0.0211	0.2448	61.7
2189.55	219294	2275.17	216790	2285.36	0.0213	0.2441	62.16
2191.2	219611	2292.51	217026	2302.05	0.0205	0.2434	62.86
2192.85	219942	2316.45	217252	2327.07	0.0189	0.2426	63.06
2194.5	220302	2344.81	217502	2344.5	0.0191	0.2419	62.3
2196.15	220658	2374.93	217797	2385.82	0.0199	0.2411	61.41
2197.8	221003	2408.12	218109	2387.08	0.0191	0.2403	60.53
2199.45	221363	2444.51	218438	2431.6	0.0185	0.2396	60.37
2201.1	221735	2484.42	218741	2474.73	0.018	0.2389	59.26
2202.75	222120	2527.75	219108	2496.26	0.0172	0.2382	58.1
2204.4	222523	2573.24	219489	2554.75	0.0167	0.2374	58.19
2206.05	222938	2622.03	219819	2640.7	0.0156	0.2365	57.23
2207.7	223386	2670.4	220229	2686.12	0.0157	0.2356	55.93
2209.35	223833	2718.25	220663	2748.8	0.015	0.2346	56.06
2211	224301	2764.39	221013	2751.52	0.0147	0.2336	56.57
2212.65	224782	2807.72	221359	2878.14	0.0148	0.2328	56.15
2214.3	225260	2848.37	221765	2933.15	0.0143	0.232	54.78
2215.95	225756	2883.53	222241	2974.86	0.0147	0.2309	54.44
2217.6	226241	2912.52	222682	3042.28	0.0154	0.2299	53.62
2219.25	226708	2934.79	223175	3036.19	0.0158	0.229	52.82
2220.9	227164	2948.43	223685	3004.73	0.0175	0.2281	51
2222.55	227578	2955.09	224278	3010.54	0.019	0.2272	52.09
2224.2	227961	2955.69	224698	3085	0.0178	0.2264	50.97
2225.85	228369	2949.7	225264	3124.82	0.0173	0.2255	50.46
2227.5	228792	2934.46	225806	3164.91	0.0155	0.2247	50.65
2229.15	229265	2911.21	226288	3198.9	0.0151	0.224	50.72
2230.8	229754	2880.34	226761	3187.22	0.0145	0.2232	51.69
2232.45	230265	2849.09	227167	3156.48	0.0152	0.2226	52.43
2234.1	230752	2823.1	227547	3077.03	0.0181	0.222	54.5
2235.75	231163	2788.63	227834	3097.81	0.0165	0.2214	56.56
2237.4	231614	2739.21	228129	3138.01	0.015	0.2209	54.94
2239.05	232112	2684.95	228642	3210.55	0.0154	0.2203	54.77
2240.7	232599	2635.31	229116	3123.47	0.0163	0.2197	52.3
2242.35	233061	2590.16	229772	3003.52	0.0174	0.2192	51.67
2244	233494	2543.36	230331	2895.78	0.017	0.2187	50.93
2245.65	233938	2497.45	230854	2893.25	0.0171	0.2182	52.02
2247.3	234380	2457.44	231218	2879.32	0.0179	0.2177	55.38
2248.95	234804	2423.43	231476	2821.57	0.0187	0.2173	53.69
2250.6	235210	2392.63	232077	2675.87	0.0186	0.2168	51.8
2252.25	235619	2366.03	232689	2602.99	0.0188	0.2164	52.29
2253.9	236024	2345.9	233122	2570.91	0.0208	0.216	53.5
2255.55	236392	2328.17	233493	2513.33	0.0211	0.2156	55.05
2257.2	236755	2311.28	233853	2453.16	0.0206	0.2152	54.68
2258.85	237127	2296.9	234321	2407.21	0.0223	0.2148	54.76
2260.5	237471	2283.14	234749	2370.84	0.0227	0.2145	55.37
2262.15	237810	2269.46	235129	2345.65	0.0225	0.2143	56.63
2263.8	238153	2256.09	235474	2321.03	0.0224	0.2139	56.81
2265.45	238497	2243.18	235876	2291.93	0.0226	0.2137	56.82
2267.1	238839	2230.87	236260	2277.09	0.0235	0.2135	58.23
2268.75	239168	2218.5	236561	2267.88	0.0229	0.2132	58.97
2270.4	239506	2206.98	236897	2246.64	0.0239	0.2129	58.58
2272.05	239830	2195.93	237279	2237.4	0.0243	0.2126	60
2273.7	240149	2185.19	237562	2229.38	0.0239	0.2123	59.83
2275.35	240475	2175.12	237914	2222.72	0.0238	0.2119	60.38
2277	240802	2166.93	238237	2212.4	0.0269	0.2115	59.62
2278.65	241092	2158.84	238619	2201.85	0.0262	0.211	60.24
2280.3	241390	2151.14	238936	2199.42	0.0267	0.2107	60.08
2281.95	241684	2144.1	239279	2189.15	0.0279	0.2102	60.3
2283.6	241965	2137.6	239609	2183.68	0.0292	0.2095	60.62
2285.25	242235	2131.66	239926	2183.43	0.0311	0.2089	61.03
2286.9	242489	2125.3	240238	2181.91	0.0317	0.2084	60.89
2288.55	242739	2118.54	240577	2162.86	0.0366	0.2077	60.79
2290.2	242956	2111.71	240902	2166.63	0.0372	0.2072	60.54
2291.85	243170	2105.77	241211	2178.42	0.0373	0.2067	62.72
2293.5	243384	2101.38	241432	2170.67	0.0374	0.2063	62.93
2295.15	243598	2098.38	241721	2155.92	0.0362	0.2057	63.04
2296.8	243819	2096.49	242003	2141.18	0.0356	0.205	64.12
2298.45	244045	2095.17	242244	2134.31	0.034	0.2043	64.99
2300.1	244283	2094.17	242477	2131.2	0.0328	0.2036	66.47
2301.75	244530	2093.19	242689	2111.03	0.0333	0.2028	66.6
2303.4	244775	2092.08	242916	2105.96	0.0305	0.2019	69.59
2305.05	245043	2091.26	243059	2100.09	0.0277	0.2009	70.16
2306.7	245339	2091.06	243268	2095.14	0.0252	0.2	70.36
2308.35	245667	2091.66	243485	2095.24	0.0241	0.1992	70.34
2310	246010	2092.78	243710	2094.93	0.0229	0.1986	69.58
2311.65	246374	2094.54	243961	2101.26	0.0213	0.198	69.83
2313.3	246765	2096.92	244193	2106.86	0.02	0.1975	68.17
2314.95	247182	2100.49	244491	2130.34	0.0181	0.1968	68.46
2316.6	247645	2107.3	244734	2182.96	0.016	0.1962	67.71
2318.25	248170	2119.28	245029	2274.28	0.0164	0.1956	65.1
2319.9	248686	2133.69	245431	2259.87	0.0171	0.1952	62.57
2321.55	249181	2148.58	245872	2266.4	0.0178	0.1947	61.45
2323.2	249658	2164.88	246282	2300.78	0.017	0.1943	60.4
2324.85	250157	2185.57	246720	2428.23	0.0163	0.1938	59.02
2326.5	250679	2214.76	247213	2557.69	0.0152	0.1934	57.78
2328.15	251241	2255.84	247764	2571.76	0.0144	0.1932	55.8
2329.8	251833	2304.81	248410	2539.7	0.0143	0.1929	54.18
2331.45	252433	2353.11	249016	2539.13	0.0147	0.1925	56.11
2333.1	253018	2401.44	249398	2629.91	0.0134	0.1922	57.03
2334.75	253660	2441.01	249837	2730.22	0.0133	0.1918	57.38
2336.4	254307	2463.44	250329	2786.39	0.0137	0.1914	55.83
2338.05	254938	2464.55	250972	2836.52	0.0134	0.1912	54.66
2339.7	255581	2447.9	251634	2824.67	0.0144	0.1909	52.85
2341.35	256181	2410.8	252365	2823.64	0.0135	0.1906	52.68
2343	256820	2360.15	252968	2963.88	0.0136	0.1905	52.87
2344.65	257456	2299.31	253594	2999.54	0.013	0.1901	52.05
2346.3	258121	2247.16	254309	2960.7	0.0137	0.1901	51.13
2347.95	258756	2206.77	255007	2867.5	0.0138	0.1899	51.96
2349.6	259386	2180.49	255592	2873.65	0.0134	0.1899	52.33
2351.25	260035	2174.01	256167	2911.89	0.014	0.1899	54.48
2352.9	260657	2180.6	256647	2824.13	0.0149	0.1899	54.51
2354.55	261239	2198.3	257283	2869.6	0.0139	0.19	55.31
2356.2	261866	2230.36	257875	2838.66	0.0138	0.1902	54.97
2357.85	262495	2274.13	258542	2853.93	0.0138	0.1904	56.29
2359.5	263124	2324.66	259074	2880.17	0.0148	0.1905	56.97
2361.15	263709	2379.87	259659	2726.34	0.0157	0.1901	54.3
2362.8	264260	2448.4	260498	2751.04	0.015	0.1895	52.15
2364.45	264840	2522.81	261246	2782.37	0.016	0.1891	51.18
2366.1	265384	2595.92	261951	2760.62	0.0166	0.189	49.68
2367.75	265910	2656.68	262690	2674.96	0.0184	0.1889	49.11
2369.4	266385	2716.2	263344	2685.61	0.0176	0.1888	48.99
2371.05	266882	2775.01	263925	2807.36	0.0173	0.1889	49.27
2372.7	267389	2830.99	264470	2867.67	0.0166	0.1888	51.11
2374.35	267915	2882.71	264922	2925.18	0.0164	0.1889	50.5
2376	268447	2934.33	265499	2970.37	0.015	0.1889	52.11
2377.65	269029	2979.5	265926	2976.47	0.0158	0.1889	52.97
2379.3	269581	3020.84	266355	3093.1	0.0148	0.1887	55.19
2380.95	270170	3055.03	266727	3152.55	0.0154	0.1886	54.23
2382.6	270738	3081.15	267288	3215.65	0.0151	0.1883	53.83
2384.25	271320	3098.73	267840	3276.43	0.0147	0.188	53.13
2385.9	271916	3107.03	268418	3385.59	0.0149	0.188	52.33
2387.55	272503	3104.84	269050	3440.95	0.0146	0.1879	50.86
2389.2	273103	3091.25	269704	3474.42	0.0143	0.1878	51.61
2390.85	273715	3067.08	270242	3501.61	0.0142	0.1876	50.89
2392.5	274335	3033.3	270863	3532.76	0.0143	0.1875	51.16
2394.15	274951	2990.13	271430	3512.67	0.0145	0.1875	50.7
2395.8	275560	2938.08	272056	3500.74	0.0146	0.1872	50.39
2397.45	276162	2876.17	272673	3503.71	0.0147	0.1873	50.77
2399.1	276761	2808.1	273248	3444.39	0.0153	0.1868	49.75
2400.75	277340	2730.43	273943	3384.8	0.0149	0.1869	49.62
2402.4	277932	2642.29	274570	3368.12	0.0144	0.1867	49.65
2404.05	278544	2570.5	275184	3282.07	0.0156	0.1866	49.77
2405.7	279109	2505.09	275783	3206.15	0.0144	0.1864	49.87
2407.35	279722	2461.61	276382	3154.13	0.0149	0.1863	50.53
2409	280316	2448.12	276932	3081.18	0.0152	0.1861	50.65
2410.65	280901	2454.53	277510	2957.56	0.0173	0.186	51.77
2412.3	281412	2469.21	278031	2806.35	0.0164	0.1858	50.89
2413.95	281954	2492.95	278697	2856.33	0.0154	0.1856	51.27
2415.6	282532	2519.23	279252	2811.95	0.0163	0.1854	52.57
2417.25	283079	2541.64	279778	2736.26	0.0167	0.1852	51.82
2418.9	283613	2558.02	280424	2649.11	0.0171	0.1848	51.99
2420.55	284135	2567.19	280992	2638.43	0.0174	0.1843	53.74
2422.2	284651	2569.77	281410	2679.54	0.0176	0.1838	55.05
2423.85	285161	2566.49	281883	2723.93	0.0176	0.1835	53.45
2425.5	285671	2558.13	282562	2722.29	0.0175	0.1827	52.98
2427.15	286186	2546.41	283150	2712.9	0.0182	0.182	53.88
2428.8	286685	2532.62	283643	2695.46	0.0189	0.1813	54.37
2430.45	287166	2516.43	284149	2684.72	0.0186	0.1809	55.01
2432.1	287656	2500.65	284635	2686.44	0.0189	0.1804	54.88
2433.75	288140	2488.12	285162	2654.6	0.0201	0.1801	55.29
2435.4	288597	2477.37	285652	2633.3	0.0196	0.1794	54.95
2437.05	289067	2469.95	286198	2637.87	0.0198	0.1789	55.79
2438.7	289533	2468.15	286661	2612.05	0.0199	0.178	56.15
2440.35	289999	2471.71	287139	2584.52	0.0217	0.1776	56.13
2442	290428	2479.46	287637	2561.83	0.0209	0.1767	56.09
2443.65	290874	2492.01	288138	2560.77	0.0209	0.176	56.73
2445.3	291323	2513.33	288573	2594.71	0.0187	0.1753	56.92
2446.95	291827	2544.01	289045	2632.66	0.0185	0.1744	56.44
2448.6	292338	2584.39	289550	2621.11	0.0174	0.1734	56.07
2450.25	292884	2631.67	290046	2668.42	0.0173	0.1724	56.95
2451.9	293437	2687.11	290450	2686.47	0.016	0.1715	58.14
2453.55	294037	2740.7	290854	2792.37	0.0165	0.1705	57.18
2455.2	294623	2793.73	291368	2827.05	0.0162	0.1694	55.68
2456.85	295225	2835.8	291972	2854.5	0.0173	0.1683	55.31
2458.5	295791	2863.43	292533	2832.55	0.0191	0.1675	54.32
2460.15	296306	2885.62	293152	2932.07	0.0171	0.1663	54.01
2461.8	296887	2902.4	293770	2994.26	0.017	0.1654	52.51
2463.45	297474	2912.6	294468	3050.02	0.016	0.164	53.02
2465.1	298103	2916.58	295062	3023.28	0.0172	0.1628	52.21
2466.75	298691	2913.38	295704	2999.22	0.0174	0.1616	53.91
2468.4	299277	2904.02	296162	3039.82	0.0186	0.1603	56.13
2470.05	299830	2886.73	296623	3013.74	0.0186	0.1591	53.77
2471.7	300389	2856.15	297366	3049.99	0.0169	0.1578	52.17
2473.35	301006	2817.48	298110	3056.75	0.0166	0.1564	52.5
2475	301641	2780.48	298705	3018.07	0.0179	0.1551	53.98
2476.65	302236	2742.64	299234	2961.15	0.0186	0.1537	54.25
2478.3	302812	2701.92	299800	2923.47	0.019	0.1524	55.76
2479.95	303381	2657.41	300304	2896.12	0.0197	0.1511	55.04
2481.6	303935	2606.33	300981	2801.39	0.0198	0.1497	52.78
2483.25	304492	2554.58	301766	2740.31	0.0211	0.1484	53.41
2484.9	305020	2485.67	302348	2707.48	0.019	0.147	54.57
2486.55	305611	2399.36	302890	2694.06	0.0183	0.1457	55.64
2488.2	306231	2292.04	303428	2689.98	0.0164	0.1445	56.11
2489.85	306929	2200.62	303984	2624.1	0.0168	0.143	56.45
2491.5	307615	2133.74	304549	2573.3	0.0172	0.1415	57.61
2493.15	308291	2086.08	305054	2509.15	0.0169	0.1401	57.96
2494.8	308986	2054.44	305659	2469.63	0.0161	0.1383	57.26
2496.45	309726	2038.19	306371	2343.04	0.0162	0.1368	54.87
2498.1	310471	2029.01	307239	2262.95	0.0167	0.1352	56.17
2499.75	311202	2020.98	307883	2227.56	0.0164	0.1337	57.3
2501.4	311955	2013.24	308539	2207.52	0.0167	0.1322	57.03
2503.05	312701	2004.95	309304	2162.34	0.0178	0.1308	56.82
2504.7	313409	1996.68	310096	2112.28	0.0195	0.1296	57.26
2506.35	314060	1988.52	310839	2111.08	0.0197	0.1287	58.82
2508	314712	1983.06	311511	2113.21	0.0204	0.1279	60.53
2509.65	315345	1982.22	312184	2095.53	0.0205	0.1272	60.52
2511.3	315978	1985.15	312938	2070.65	0.0228	0.1267	59.96
2512.95	316550	1989.31	313668	2072.29	0.0244	0.1262	59.42
2514.6	317086	1996.8	314356	2070.2	0.0217	0.1257	58.92
2516.25	317692	2009.31	315036	2078.63	0.0209	0.1254	58.7
2517.9	318322	2025.97	315687	2068.02	0.0207	0.1251	58.72
2519.55	318958	2048.55	316291	2085.25	0.0187	0.1247	58.66
2521.2	319666	2076.25	316853	2162.05	0.019	0.1246	59.32
2522.85	320365	2104.28	317402	2183.07	0.0192	0.1245	60.16
2524.5	321055	2130.12	317981	2197.44	0.02	0.1242	61.08
2526.15	321721	2151.19	318579	2230.65	0.0214	0.1241	61.86
2527.8	322343	2168.68	319205	2241.07	0.0225	0.1239	60.95
2529.45	322936	2184.9	319962	2252.96	0.023	0.1238	59.65
2531.1	323517	2200.01	320727	2263.32	0.0242	0.1237	59.17
2532.75	324067	2215.15	321430	2270.42	0.0246	0.1239	60.07
2534.4	324608	2231.19	322026	2285.42	0.0255	0.124	61.05
2536.05	325130	2248.09	322589	2307.09	0.0266	0.1243	62.05
2537.7	325628	2265.77	323125	2322.32	0.0279	0.1244	63.08
2539.35	326104	2284.77	323652	2341.7	0.0272	0.1249	63.87
2541	326590	2303.85	324158	2358.47	0.0282	0.1252	64.78
2542.65	327058	2322.15	324652	2343.56	0.0298	0.1255	65.92
2544.3	327500	2339.84	325122	2354.34	0.0302	0.126	66.48
2545.95	327933	2357.19	325590	2360.93	0.0298	0.1265	66.19
2547.6	328371	2373.9	326069	2384.81	0.0296	0.1269	65.97
2549.25	328810	2389.34	326554	2395.65	0.0305	0.1273	66.01
