#depth	age	sigma_age	air_age	sigma_air_age	accu	sigma_accu	thinning	sigma_thinning	LID	sigma_LID	Ddepth	sigma_Ddepth	accu_model	sigma_accu_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
2.796200000000000273e+03	4.459554447005799157e+05	2.389435581964269659e+03	4.413643578285166295e+05	3.504798988165100582e+03	1.114595965993073375e-02	2.315762272610326963e-03	7.786227513046564686e-02	9.298018410823599006e-03	7.332221850940298680e+01	3.267680728137240465e+01	3.997376768813865056e+00	1.840744313053804815e+00	1.441000000000518429e-02	4.506843460534090129e-01	8.442700000000000204e-02	4.917379701943586090e-01	7.196699999999999875e+01	5.068366479578091388e-01	8.678497776345980635e-04	1.203462341871414023e-04	1.644168903162971382e-03	4.395405199112744428e-04
2.796750000000000000e+03	4.465891949349797214e+05	2.348856645546096388e+03	4.419725678476188332e+05	3.575714605102378755e+03	1.156428267498371860e-02	2.466478266002740481e-03	7.781664196553780832e-02	9.290625645230587981e-03	7.398611777582817695e+01	3.384611952440442906e+01	4.033382786999027303e+00	1.902305249202419057e+00	1.504000000000441442e-02	4.590705544514187553e-01	8.424600000000000144e-02	4.920713176618054518e-01	7.259742857142859407e+01	5.131560013455368496e-01	8.998936445074798545e-04	1.298969661160195464e-04	1.682014006702463142e-03	2.310669759351544267e-04
2.797300000000000182e+03	4.472003782713185647e+05	2.309701474296263768e+03	4.425670932178091025e+05	3.527724831438553792e+03	1.218651203628793103e-02	2.664601240911280890e-03	7.776327555582866757e-02	9.283363958713713657e-03	7.468652057952215273e+01	3.502291812842244667e+01	4.071223458799522632e+00	1.965143225247876213e+00	1.594000000000557124e-02	4.670631344011606512e-01	8.405700000000000671e-02	4.924046651292526278e-01	7.326414285714290031e+01	5.192236560021605829e-01	9.476630935422810818e-04	1.420582138896463111e-04	1.635936108258238255e-03	2.278537420661444284e-04
2.797850000000000364e+03	4.477807533051761566e+05	2.272856342760120242e+03	4.431783640339198173e+05	3.524768651908689208e+03	1.140610476760240029e-02	2.552528639990071010e-03	7.774198281310201741e-02	9.280984801878481086e-03	7.492511874249005643e+01	3.595546846376333860e+01	4.083544431824520871e+00	2.014963137193330311e+00	1.500000000000155029e-02	4.750835068646138692e-01	8.390300000000000535e-02	4.927380125966994706e-01	7.347871428571430386e+01	5.249615930305789879e-01	8.867332008073867868e-04	1.376654876880442494e-04	1.689084830495220539e-03	4.046902864623427550e-04
2.798400000000000091e+03	4.484010075141072739e+05	2.234412634815696492e+03	4.437704006101448322e+05	3.580074949145025585e+03	1.165826535020775441e-02	2.673365021616732305e-03	7.773435431234770876e-02	9.281287574845101251e-03	7.555708667726689498e+01	3.714805395289542389e+01	4.117092398314525781e+00	2.079425241948753111e+00	1.542000000000088439e-02	4.832489266709689701e-01	8.376400000000000512e-02	4.930713600641465910e-01	7.407757142857140309e+01	5.310702991462862288e-01	9.062477294004160416e-04	1.459087545039045714e-04	1.649048290811719070e-03	2.813377998426377534e-04
2.798950000000000273e+03	4.490079055864081602e+05	2.198130679514664280e+03	4.443768109897388495e+05	3.596681458910052243e+03	1.160066597979691506e-02	2.723227731686895907e-03	7.774231343035305219e-02	9.284503477747313438e-03	7.604572750426703465e+01	3.826809396450818923e+01	4.142659071320849762e+00	2.140217227203157435e+00	1.543000000000131072e-02	4.913116393635168500e-01	8.364199999999999413e-02	4.934047075315937114e-01	7.453614285714290588e+01	5.370224811013815103e-01	9.018626106022054273e-04	1.503245950512066250e-04	1.665765455921247411e-03	2.512434347361410273e-04
2.799500000000000000e+03	4.496177545739745256e+05	2.163580106221412279e+03	4.449771356011331663e+05	3.545130627835489122e+03	1.133395964860008445e-02	2.722851410246339594e-03	7.775010794908976397e-02	9.288749223885204437e-03	7.646233633896086701e+01	3.937018147313975902e+01	4.164246461192306015e+00	2.199656566357542697e+00	1.515999999999854096e-02	4.994554380083223721e-01	8.351999999999999702e-02	4.937380549990405543e-01	7.492385714285710208e+01	5.429794817282026509e-01	8.812165861692841055e-04	1.519448537641778657e-04	1.673295806963188536e-03	4.405780432368296530e-04
2.800050000000000182e+03	4.502418917141878046e+05	2.130840784100872952e+03	4.455747585652490379e+05	3.613373396461701304e+03	1.148495850841525778e-02	2.823952201747894665e-03	7.776333155121356588e-02	9.294696274580068612e-03	7.682474445866354529e+01	4.047761557911159258e+01	4.182934232552270259e+00	2.258673043702121408e+00	1.545000000000264564e-02	5.076055095128055861e-01	8.340400000000000591e-02	4.940714024664876747e-01	7.525785714285710526e+01	5.490514332257667718e-01	8.931086363418268758e-04	1.592702821449612689e-04	1.720633212749833217e-03	3.872287414469362775e-04
2.800600000000000364e+03	4.508577182526624529e+05	2.101778515161571249e+03	4.461559399539320148e+05	3.659710916547683155e+03	1.285470773030644893e-02	3.232604495214363039e-03	7.775399515559955343e-02	9.298996723052883537e-03	7.763013115655320462e+01	4.182261377605872354e+01	4.226000238961660216e+00	2.330573178069397233e+00	1.739000000000172005e-02	5.152394509023123792e-01	8.326400000000000468e-02	4.944047499339345175e-01	7.602585714285710594e+01	5.550176992988542501e-01	9.995048825888958651e-04	1.840985528823767606e-04	1.628317506321192440e-03	2.778260046920185897e-04
2.801150000000000091e+03	4.514079907021327526e+05	2.079053313007635552e+03	4.467700707951948280e+05	3.595964171541123960e+03	1.265089125123293641e-02	3.244714170904132531e-03	7.773041084815039692e-02	9.302635959004814867e-03	7.784848743104799951e+01	4.276686676418054134e+01	4.237230962947705848e+00	2.379782088394906125e+00	1.720000000000202617e-02	5.224752998468574772e-01	8.310900000000000232e-02	4.947380974013816379e-01	7.622100000000000364e+01	5.603272910287254716e-01	9.833589745536076669e-04	1.863128234939861647e-04	1.694736185356073010e-03	3.656243844632551718e-04
2.801700000000000273e+03	4.519672981516324216e+05	2.059741205754390649e+03	4.473601331356586888e+05	3.503405354018133949e+03	1.229430395353329694e-02	3.216008584092084396e-03	7.769813272112266467e-02	9.306271786340551341e-03	7.806661007595684509e+01	4.373086140563688673e+01	4.248606211051082937e+00	2.429844511702759835e+00	1.680000000000535232e-02	5.280437159700738237e-01	8.294500000000000484e-02	4.950714448688287583e-01	7.641557142857139695e+01	5.657055471115879364e-01	9.552444602954531785e-04	1.861200743439549968e-04	1.681409564583789687e-03	4.910808861663267010e-04
2.802250000000000000e+03	4.525430669970540330e+05	2.044458826639360950e+03	4.479548722290142905e+05	3.592219558084469554e+03	1.122695170959415491e-02	2.913603643802387122e-03	7.767213180923901450e-02	9.311697224300202400e-03	7.801913257129697854e+01	4.339493450038745692e+01	4.245602969343508448e+00	2.411197118791056582e+00	1.533999999999618828e-02	5.250601492071980125e-01	8.278800000000000048e-02	4.954047923362756012e-01	7.632042857142859305e+01	5.651191703778114528e-01	8.720212730035585124e-04	1.677627050240862417e-04	1.695774245638103543e-03	4.121388325151720245e-04
2.802800000000000182e+03	4.531737855552215478e+05	2.033662945897788632e+03	4.485445733655731310e+05	3.486515657245388866e+03	1.153843185702672046e-02	2.924662982131448399e-03	7.765619672243607996e-02	9.319360396034504293e-03	7.847435000127111948e+01	4.268925613662211305e+01	4.269893773089734168e+00	2.373982682349204065e+00	1.572000000000557673e-02	5.219732718703902208e-01	8.264199999999999324e-02	4.957381398037227216e-01	7.669657142857140286e+01	5.612551103292655608e-01	8.960307341576905036e-04	1.662156125149346264e-04	1.702029909772960394e-03	3.043860423652414377e-04
2.803350000000000364e+03	4.537876037860406213e+05	2.028653390869239502e+03	4.491321071064657299e+05	3.434589646448461735e+03	1.159322656903650529e-02	2.871263388787039222e-03	7.765508077285201982e-02	9.329835989000969526e-03	7.881724929375508282e+01	4.194403429124705696e+01	4.287987292880188761e+00	2.335034047122008349e+00	1.574999999999452185e-02	5.189219436014105291e-01	8.251200000000000201e-02	4.960714872711695644e-01	7.696385714285709412e+01	5.574777948632094748e-01	9.002729456365039188e-04	1.610105635160717825e-04	1.662445967951523863e-03	2.855596407525619112e-04
